CRA_ID,ADDRESS,APPLICATION_DATE,CONSTRUCTION_TYPE,HCA_ABATED_VALUE,ABATEMENT_QUALIFYING_TERM,INCENTIVE_AMOUNT,LEED_CLASS,LEED_DATE,OWNERSHIP_TYPE,CITY_DETERMINATION,LONGITUDE,LATITUDE,DCED_NEIGHBORHOOD,NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,CONSTRUCTION_VALUE_IMPROVEMENT
ACCESS217,4120 ALLENDALE DR,12/24/2012 12:00:00 AM,NEW,81606,10,87352,,,OWNER OCCUPIED,,-84.4130355640829,39.1523480472883,,OAKLEY,OAKLEY,
ACCESS218,1413 PLEASANT ST,05/16/2012 12:00:00 AM,NEW,81518.5,10,63324,,,OWNER OCCUPIED,,-84.51805741498531,39.1106502194614,,OVER-THE-RHINE,OTR,
ACCESS219,2816 ROSELLA AV,08/21/2013 12:00:00 AM,NEW,82600,10,70868,,,OWNER OCCUPIED,,-84.4388457401293,39.144294383263,,OAKLEY,HYDE PARK,
ACCESS22,72 CLIFTON AV,03/01/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5152944011639,39.1168476768,,UNIDENTIFIED,OTR,
ACCESS220,1419 PLEASANT ST,03/16/2012 12:00:00 AM,REHAB,81109,10,63490,CERTIFIED,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5181096729281,39.1108518809315,,OVER-THE-RHINE,OTR,
ACCESS221,759 DELTA AV,04/01/2012 12:00:00 AM,NEW,80454.5,15,156166,CERTIFIED,12/01/2011 12:00:00 AM,OWNER OCCUPIED,,-84.4337788894183,39.1266906567434,,HYDE PARK,MOUNT LOOKOUT,
ACCESS222,525 DANDRIDGE ST,05/07/2014 12:00:00 AM,REHAB,79954,10,75465,,,OWNER OCCUPIED,,-84.5059014952628,39.1112277640868,,OVER-THE-RHINE,PENDLETON,
ACCESS223,4693 MISSION LN,10/05/2012 12:00:00 AM,NEW,79845.5,15,100570,GOLD,11/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5543779844077,39.1706113408756,,MT. AIRY,MOUNT AIRY,
ACCESS224,200 FOURTEENTH ST,12/05/2013 12:00:00 AM,REHAB,77997.5,10,70935,,,OWNER OCCUPIED,,-84.5188772424912,39.1101803591485,,OVER-THE-RHINE,OTR,
ACCESS225,4208 BADGELEY CR,12/03/2012 12:00:00 AM,NEW,77836.5,10,57109,,,OWNER OCCUPIED,,-84.5508867149962,39.1661156276871,,NORTHSIDE,NORTHSIDE,
ACCESS226,930 ELLISON AV,02/21/2014 12:00:00 AM,REHAB,77700,10,30177,,,OWNER OCCUPIED,,-84.4301971514075,39.1262773993573,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS227,3562 BURCH AV,02/06/2012 12:00:00 AM,REHAB,79208.5,10,82351,,,OWNER OCCUPIED,,-84.4465591754498,39.1422714802578,,HYDE PARK,HYDE PARK,
ACCESS228,1017 MARION AV,01/27/2012 12:00:00 AM,REHAB,79159.5,10,67295,,,OWNER OCCUPIED,,-84.4791703359979,39.1507588144995,,NORTH AVONDALE,NORTH AVONDALE,
ACCESS229,1615 SPRINGLAWN AV,11/13/2012 12:00:00 AM,REHAB,76825,10,65573,,,OWNER OCCUPIED,,-84.5435921070708,39.1758590989685,,NORTHSIDE,NORTHSIDE,
ACCESS23,1806 BERKLEY AV,02/21/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4645686035519,39.1723066176895,,BOND HILL,BOND HILL,
ACCESS230,3250 BERWYN PL,01/15/2013 12:00:00 AM,NEW,76559,10,68339,SILVER,04/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.4238937652836,39.1522070690752,,OAKLEY,OAKLEY,
ACCESS231,309 OREGON ST,12/20/2013 12:00:00 AM,NEW,86023,10,163585,,,OWNER OCCUPIED,,-84.4981905609199,39.1047754430348,,MT. ADAMS,MOUNT ADAMS,
ACCESS232,3316 WASSON RD,01/27/2012 12:00:00 AM,NEW,85750,15,81452,SILVER,01/01/2010 12:00:00 AM,OWNER OCCUPIED,,-84.4233463389931,39.1439218502672,,OAKLEY,OAKLEY,
ACCESS233,6401 PEPPER LN,02/20/2014 12:00:00 AM,NEW,76013,10,60970,,,OWNER OCCUPIED,,-84.3790898754471,39.0899131711288,,MT. WASHINGTON,MOUNT WASHINGTON,
ACCESS234,3554 SAYBROOK AV,11/06/2013 12:00:00 AM,REHAB,75600,10,37741,,,RENTAL,,-84.41666202048522,39.1428879970052,,HYDE PARK,HYDE PARK,
ACCESS235,512 READING RD,02/12/2014 12:00:00 AM,REHAB,75341,10,65711,,,OWNER OCCUPIED,,-84.5061600220149,39.1094417432754,,PENDLETON,PENDLETON,
ACCESS236,2023 FAITH ST,12/27/2013 12:00:00 AM,NEW,75320,10,53796,,,OWNER OCCUPIED,,-84.4567143178288,39.1786526142329,,BOND HILL,BOND HILL,
ACCESS237,4562 KIRBY AV,02/01/2013 12:00:00 AM,NEW,78050,15,85004,GOLD,03/01/2011 12:00:00 AM,OWNER OCCUPIED,,-84.54707143719462,39.1728911648499,,NORTHSIDE,NORTHSIDE,
ACCESS238,3045 LAVINIA AV,01/06/2015 12:00:00 AM,NEW,75092.5,10,53246,,,OWNER OCCUPIED,,-84.4605673766383,39.1342527459874,,EVANSTON - EAST WALNUT HILLS,HYDE PARK,
ACCESS239,1327 PENDLETON ST,01/09/2013 12:00:00 AM,REHAB,75075,10,47599,,,OWNER OCCUPIED,,-84.5074423409543,39.1113074496503,,OVER-THE-RHINE,PENDLETON,
ACCESS24,3368 TREASURE CT,05/07/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5763927953218,39.1534662865466,,WESTWOOD,WESTWOOD,
ACCESS240,30 CENTRAL PW,06/06/2012 12:00:00 AM,REHAB,86100,15,104138,,,OWNER OCCUPIED,,-84.5132549328437,39.1077257284802,,UNIDENTIFIED,OTR,
ACCESS241,30 CENTRAL PW,06/06/2012 12:00:00 AM,REHAB,86100,15,104138,,,OWNER OCCUPIED,,-84.5132549328437,39.1077257284802,,UNIDENTIFIED,OTR,
ACCESS242,1939 CHASE AV,11/05/2013 12:00:00 AM,NEW,74725,10,61811,,,OWNER OCCUPIED,,-84.552674876364,39.1665294625833,,NORTHSIDE,NORTHSIDE,
ACCESS243,1933 CHASE AV,02/23/2015 12:00:00 AM,NEW,74616.5,10,62141,,,OWNER OCCUPIED,,-84.55240893123731,39.1661663957595,,UNIDENTIFIED,NORTHSIDE,
ACCESS244,4814 BEVERLY HILL DR,02/06/2014 12:00:00 AM,REHAB,74574.5,10,59658,,,OWNER OCCUPIED,,-84.4209389574337,39.1264237899673,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS245,1415 PLEASANT ST,03/06/2012 12:00:00 AM,NEW,77409.5,15,100811,CERTIFIED,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.51807347489762,39.1107121239692,,OVER-THE-RHINE,OTR,
ACCESS246,2625 EDEN AV,01/16/2013 12:00:00 AM,REHAB,74445,10,77847,,,RENTAL,,-84.5066788857453,39.1300345581698,,CORRYVILLE,CORRYVILLE,
ACCESS247,2814 ROSELLA AV,01/11/2013 12:00:00 AM,NEW,75992,15,128564,CERTIFIED,06/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.4389343012043,39.1442997458827,,HYDE PARK,HYDE PARK,
ACCESS248,3542 MICHIGAN AV,12/30/2012 12:00:00 AM,REHAB,74095,10,87135,,,OWNER OCCUPIED,,-84.4411533920081,39.1409847078747,,HYDE PARK,HYDE PARK,
ACCESS249,1943 CHASE AV,01/10/2014 12:00:00 AM,NEW,73895.5,10,53601,,,OWNER OCCUPIED,,-84.5529044848344,39.1667482114948,,NORTHSIDE,NORTHSIDE,
ACCESS25,1839 BERKLEY AV,02/14/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4631734020949,39.1717259385185,,BOND HILL,BOND HILL,
ACCESS250,2017 FAITH ST,06/28/2013 12:00:00 AM,NEW,75565,10,54028,,,OWNER OCCUPIED,,-84.45705604513391,39.1789166125142,,BOND HILL,BOND HILL,
ACCESS251,1835 ROBLEY AV,01/15/2014 12:00:00 AM,NEW,73888.5,15,71555,CERTIFIED,11/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.5483614463645,39.1723782602095,,NORTHSIDE,NORTHSIDE,
ACCESS252,2356 PARK AV,09/17/2012 12:00:00 AM,REHAB,75519.5,10,56218,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,WALNUT HILLS,WALNUT HILLS,
ACCESS253,4206 BADGELEY CR,01/16/2014 12:00:00 AM,NEW,73605,10,55695,,,OWNER OCCUPIED,,-84.5509921575514,39.1659846994692,,NORTHSIDE,NORTHSIDE,
ACCESS254,3214 CLOSE CT,06/25/2012 12:00:00 AM,REHAB,75250,10,59384,,,,,-84.4285464539697,39.1299922636317,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS255,3376 WASSON RD,12/26/2012 12:00:00 AM,NEW,73500,10,51431,,,OWNER OCCUPIED,,-84.4227456262516,39.1439098126739,,OAKLEY,OAKLEY,
ACCESS256,6432 GRAND VISTA AV,02/13/2014 12:00:00 AM,REHAB,73500,10,77858,,,OWNER OCCUPIED,,-84.4210523187842,39.191588373846,,PLEASANT RIDGE,PLEASANT RIDGE,
ACCESS257,1126 RACE ST,02/13/2012 12:00:00 AM,REHAB,84595,10,66815,,,OWNER OCCUPIED,,-84.5160095019393,39.1078397187279,,OVER-THE-RHINE,OTR,
ACCESS258,2015 FAITH ST,02/10/2012 12:00:00 AM,NEW,74077.5,10,51987,,,OWNER OCCUPIED,,-84.4572318473724,39.1789277480868,,BOND HILL,BOND HILL,
ACCESS259,1144 ROOKWOOD DR,06/13/2012 12:00:00 AM,REHAB,72422,10,87352,,,OWNER OCCUPIED,,-84.4449168686702,39.1315854315122,,HYDE PARK,HYDE PARK,
ACCESS26,1903 LANGDON FARM RD,12/27/2012 12:00:00 AM,NEW,,,,,,OWNER OCCUPIED,,-84.4604095640068,39.1818752052409,,BOND HILL,BOND HILL,
ACCESS260,30 CENTRAL PW,04/20/2012 12:00:00 AM,NEW,83044.5,15,104138,,,OWNER OCCUPIED,,-84.5132549328437,39.1077257284802,,UNIDENTIFIED,OTR,
ACCESS261,1296 CRESTWOOD AV,10/29/2013 12:00:00 AM,REHAB,72187.5,10,41065,,,OWNER OCCUPIED,,-84.4188726094777,39.1332633251411,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS262,1851 YORKTOWN RD,04/30/2012 12:00:00 AM,NEW,73626,10,59469,,,OWNER OCCUPIED,,-84.4604372186943,39.1839468125204,,UNIDENTIFIED,BOND HILL,
ACCESS263,5807 DESTINY CT,07/05/2012 12:00:00 AM,NEW,73465,10,55331,,,OWNER OCCUPIED,,-84.45774789140332,39.1800156317815,,UNIDENTIFIED,BOND HILL,
ACCESS264,1935 CHASE AV,12/31/2013 12:00:00 AM,NEW,71687,10,53469,,,OWNER OCCUPIED,,-84.5524816941948,39.1662857888895,,NORTHSIDE,NORTHSIDE,
ACCESS265,3362 MARBURG SQUARE LN,11/13/2014 12:00:00 AM,NEW,96250,10,0,,,OWNER OCCUPIED,,-84.4235953732713,39.1444330980902,,OAKLEY,OAKLEY,
ACCESS266,4713 HASSMAN CT,02/01/2013 12:00:00 AM,NEW,73041.5,15,87760,CERTIFIED,06/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.539749506114,39.1783139888431,,NORTHSIDE,NORTHSIDE,
ACCESS267,3376 WASSON RD,12/26/2012 12:00:00 AM,NEW,71400,10,54047,,,OWNER OCCUPIED,,-84.4227456262516,39.1439098126739,,OAKLEY,OAKLEY,
ACCESS268,1403 RACE ST,02/17/2012 12:00:00 AM,NEW,71148,10,60070,,,OWNER OCCUPIED,,-84.5172859725536,39.110449683391,,OVER-THE-RHINE,OTR,
ACCESS269,1304 BROADWAY,08/30/2012 12:00:00 AM,REHAB,71029,10,77830,,,RENTAL,,-84.5083775848319,39.1105865388804,,OVER-THE-RHINE,PENDLETON,
ACCESS27,4851 CORINTH AV,05/14/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4796433407585,39.1754255811044,,BOND HILL,BOND HILL,
ACCESS270,1942 CHASE AV,06/20/2013 12:00:00 AM,NEW,70749,10,64693,,,OWNER OCCUPIED,,-84.5522111627569,39.166817269998,,NORTHSIDE,NORTHSIDE,
ACCESS271,1122 ROOKWOOD DR,12/26/2013 12:00:00 AM,REHAB,72152.5,10,75866,,,OWNER OCCUPIED,,-84.4466750695846,39.1311309466061,,HYDE PARK,HYDE PARK,
ACCESS272,5952 HAVENWOOD CT,02/01/2012 12:00:00 AM,NEW,71806,10,55535,,,OWNER OCCUPIED,,-84.4611406369383,39.1849462954718,,BOND HILL,BOND HILL,
ACCESS273,2356 PARK AV,02/23/2012 12:00:00 AM,REHAB,72807,10,56218,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,EAST WALNUT HILLS,WALNUT HILLS,
ACCESS274,3376 WASSON RD,12/26/2012 12:00:00 AM,NEW,70000,10,53683,,,OWNER OCCUPIED,,-84.4227456262516,39.1439098126739,,OAKLEY,OAKLEY,
ACCESS275,2356 PARK AV,08/06/2013 12:00:00 AM,REHAB,69737.5,10,59040,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,WALNUT HILLS,WALNUT HILLS,
ACCESS276,3631 VICTORIA LN,12/16/2013 12:00:00 AM,REHAB,71050,10,63911,,,OWNER OCCUPIED,,-84.4250238784437,39.1429169986758,,HYDE PARK,HYDE PARK,
ACCESS277,4571 KIRBY AV,09/30/2013 12:00:00 AM,NEW,70843.5,15,100333,CERTIFIED,01/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5479512306464,39.1732925151876,,NORTHSIDE,NORTHSIDE,
ACCESS278,160 WENTWORTH AV,03/21/2014 12:00:00 AM,REHAB,69156.5,10,53133,,,OWNER OCCUPIED,,-84.514784178468,39.1430886851298,,CLIFTON,CLIFTON,
ACCESS279,3693 SAYBROOK AV,08/05/2013 12:00:00 AM,REHAB,69072.5,10,35356,,,OWNER OCCUPIED,,-84.41129345091181,39.1415666336962,,HYDE PARK,HYDE PARK,
ACCESS28,4265 CHAMBERS ST,12/20/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.534509722923,39.1657519246013,,NORTHSIDE,NORTHSIDE,
ACCESS280,1231 JERRY LN,02/24/2014 12:00:00 AM,REHAB,68981.5,10,29192,,,OWNER OCCUPIED,,-84.4238024756819,39.1310244025807,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS281,1650 GLEN PARKER AV,08/29/2012 12:00:00 AM,NEW,71494.5,15,94889,SILVER,05/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5425915594648,39.171189247445,,NORTHSIDE,NORTHSIDE,
ACCESS282,4738 HASSMAN CT,12/17/2013 12:00:00 AM,NEW,68603.5,15,89436,SILVER,11/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.5383697232838,39.1799393551837,,NORTHSIDE,NORTHSIDE,
ACCESS283,6628 CORBLY RD,01/20/2015 12:00:00 AM,NEW,68526.5,10,62469,,,OWNER OCCUPIED,,-84.373312623852,39.095287251019,,UNIDENTIFIED,MOUNT WASHINGTON,
ACCESS284,5961 RHODE ISLAND AV,08/20/2012 12:00:00 AM,NEW,71022,10,40732,,,OWNER OCCUPIED,,-84.4589724383373,39.1839676777035,,BOND HILL,BOND HILL,
ACCESS285,1940 CHASE AV,07/01/2013 12:00:00 AM,NEW,68099.5,10,54485,,,OWNER OCCUPIED,,-84.5520399938236,39.1667012744469,,NORTHSIDE,NORTHSIDE,
ACCESS286,4214 BADGELEY CR,09/18/2013 12:00:00 AM,NEW,68099.5,10,50878,,,OWNER OCCUPIED,,-84.5514111506309,39.1664695955241,,NORTHSIDE,NORTHSIDE,
ACCESS287,4717 HASSMAN CT,07/26/2013 12:00:00 AM,NEW,70665,10,55540,,,OWNER OCCUPIED,,-84.5394763680861,39.1785742351926,,NORTHSIDE,NORTHSIDE,
ACCESS288,3707 WASHINGTON AV,04/01/2014 12:00:00 AM,REHAB,76650,10,82337,,,OWNER OCCUPIED,,-84.4946933707233,39.1516904437239,,AVONDALE,AVONDALE - NORTH AVONDALE,
ACCESS289,3376 WASSON RD,12/26/2012 12:00:00 AM,NEW,67900,10,51169,,,OWNER OCCUPIED,,-84.4227456262516,39.1439098126739,,OAKLEY,OAKLEY,
ACCESS29,2540 MILLENNIUM PL,12/21/2012 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5823220853624,39.1492668463825,,WESTWOOD,WESTWOOD,
ACCESS290,2020 FAITH ST,11/14/2013 12:00:00 AM,NEW,67522,10,56844,,,OWNER OCCUPIED,,-84.4564794382758,39.1794299084183,,BOND HILL,BOND HILL,
ACCESS291,4116 BALLARD AV,10/17/2013 12:00:00 AM,REHAB,67228,10,83977,,,RENTAL,,-84.4262266457474,39.152309648077,,OAKLEY,OAKLEY,
ACCESS292,3376 WASSON RD,12/26/2012 12:00:00 AM,NEW,66500,10,51169,,,OWNER OCCUPIED,,-84.4227456262516,39.1439098126739,,OAKLEY,OAKLEY,
ACCESS293,3060 HACKBERRY ST,01/29/2013 12:00:00 AM,REHAB,66360,10,68181,,,OWNER OCCUPIED,,-84.47401324924391,39.1337830975515,,EVANSTON - EAST WALNUT HILLS,EVANSTON,
ACCESS294,1839 ROBLEY AV,01/26/2015 12:00:00 AM,NEW,66220,15,75013,SILVER,10/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.54858125496142,39.1723914292265,,NORTHSIDE,NORTHSIDE,
ACCESS295,2145 LURAY AV,12/29/2014 12:00:00 AM,NEW,76979,10,92669,,,OWNER OCCUPIED,,-84.4885319849758,39.1192856150818,,WALNUT HILLS,WALNUT HILLS,
ACCESS296,1406 REPUBLIC ST,04/15/2015 12:00:00 AM,REHAB,66104.5,10,56548,,,OWNER OCCUPIED,,-84.5160431908565,39.1108770897948,,OVER-THE-RHINE,OTR,
ACCESS297,4218 BADGELEY CR,09/20/2013 12:00:00 AM,NEW,65971.5,10,43221,,,OWNER OCCUPIED,,-84.5518456919527,39.1665469669116,,NORTHSIDE,NORTHSIDE,
ACCESS298,4700 HASSMAN CT,02/01/2012 12:00:00 AM,NEW,68362,15,77232,CERTIFIED,08/01/2011 12:00:00 AM,OWNER OCCUPIED,,-84.5396184870493,39.1773755381357,,NORTHSIDE,NORTHSIDE,
ACCESS299,3813 MARBURG AV,10/18/2013 12:00:00 AM,REHAB,65453.5,10,54188,,,OWNER OCCUPIED,,-84.4220460217463,39.1465433560988,,OAKLEY,OAKLEY,
ACCESS3,1932 CLARION AV,02/21/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.4643481636128,39.1445248594077,,EVANSTON,EVANSTON,
ACCESS30,1038 DELHI PK,02/17/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.578890039928,39.0967397500436,,EAST PRICE HILL,SEDAMSVILLE,
ACCESS300,224 ROCHELLE ST,12/26/2012 12:00:00 AM,REHAB,65114,10,35971,,,OWNER OCCUPIED,,-84.5055815013346,39.1335333686679,,CORRYVILLE,CORRYVILLE,
ACCESS301,5810 DESTINY CT,01/24/2012 12:00:00 AM,NEW,66500,10,51953,,,OWNER OCCUPIED,,-84.4573060069421,39.1799305372321,,BOND HILL,BOND HILL,
ACCESS302,6632 CORBLY RD,01/15/2014 12:00:00 AM,NEW,64977.5,10,69143,,,OWNER OCCUPIED,,-84.3731486227295,39.0952470500671,,MT. WASHINGTON,MOUNT WASHINGTON,
ACCESS303,2013 FAITH ST,08/06/2013 12:00:00 AM,NEW,65663.5,10,47316,,,OWNER OCCUPIED,,-84.4574076496667,39.178938883393,,BOND HILL,BOND HILL,
ACCESS304,5873 RHODE ISLAND AV,12/28/2012 12:00:00 AM,NEW,64190,10,38201,,,OWNER OCCUPIED,,-84.4594959653223,39.1808944381812,,BOND HILL,BOND HILL,
ACCESS305,1843 ROBLEY AV,04/02/2012 12:00:00 AM,NEW,66465,15,79920,SILVER,11/01/2010 12:00:00 AM,OWNER OCCUPIED,,-84.5488071752696,39.1724047070186,,UNIDENTIFIED,NORTHSIDE,
ACCESS306,1326 VINE ST,08/28/2012 12:00:00 AM,NEW,66395,10,68855,,,OWNER OCCUPIED,,-84.5150496463194,39.1106016615879,,OVER-THE-RHINE,OTR,
ACCESS307,1237 HALPIN AV,10/18/2012 12:00:00 AM,REHAB,63878.5,10,72806,,,OWNER OCCUPIED,,-84.4290299175583,39.1341312815928,,HYDE PARK,MOUNT LOOKOUT,
ACCESS308,4711 HASSMAN CT,05/16/2012 12:00:00 AM,NEW,66150,10,54383,,,OWNER OCCUPIED,,-84.5398225427867,39.1781485161955,,UNIDENTIFIED,NORTHSIDE,
ACCESS309,1412 REPUBLIC ST,07/10/2014 12:00:00 AM,REHAB,63700,10,17669,,,OWNER OCCUPIED,,-84.5160431908565,39.1108770897948,,OVER-THE-RHINE,OTR,
ACCESS31,4034 DELANEY ST,02/02/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5433384591128,39.1600485024104,,NORTHSIDE,NORTHSIDE,
ACCESS310,3730 HYDE PARK AV,02/21/2013 12:00:00 AM,REHAB,63619.5,10,69273,,,OWNER OCCUPIED,,-84.4366637110436,39.1455865701774,,OAKLEY,OAKLEY,
ACCESS311,3730 HYDE PARK AV,02/21/2013 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.4366637110436,39.1455865701774,,OAKLEY,OAKLEY,
ACCESS312,5015 DOVETAIL LN,01/24/2012 12:00:00 AM,NEW,64960,10,44364,,,OWNER OCCUPIED,,-84.5401449031167,39.1801752302675,,NORTHSIDE,NORTHSIDE,
ACCESS313,205 ROCHELLE ST,10/03/2014 12:00:00 AM,NEW,63399,15,76144,CERTIFIED,04/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.50535789477141,39.1336441122754,,CORRYVILLE,CORRYVILLE,
ACCESS314,1418 RACE ST,11/12/2012 12:00:00 AM,REHAB,64722,10,51967,GOLD,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5168417311961,39.1109553459393,,OVER-THE-RHINE,OTR,
ACCESS315,1895 LANGDON FARM RD,04/24/2014 12:00:00 AM,NEW,63094.5,10,47491,,,OWNER OCCUPIED,,-84.4607019801863,39.1820007355158,,BOND HILL,BOND HILL,
ACCESS316,4145 VIRGINIA AV,09/06/2013 12:00:00 AM,NEW,63000,10,47695,,,OWNER OCCUPIED,,-84.5512482947538,39.1652383014315,,NORTHSIDE,NORTHSIDE,
ACCESS317,4220 BADGELEY CR,10/30/2013 12:00:00 AM,NEW,62702.5,10,51389,,,OWNER OCCUPIED,,-84.5520649700484,39.1664750922605,,NORTHSIDE,NORTHSIDE,
ACCESS318,2356 PARK AV,02/06/2012 12:00:00 AM,REHAB,64050,10,46252,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,WALNUT HILLS,WALNUT HILLS,
ACCESS319,955 VOLTERRA LN,11/16/2012 12:00:00 AM,NEW,64022,10,77610,,,OWNER OCCUPIED,,-84.4890166431748,39.1212382856281,,WALNUT HILLS,WALNUT HILLS,
ACCESS32,4334 PITTS AV,10/19/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5446263235496,39.1661899357772,,NORTHSIDE,NORTHSIDE,
ACCESS320,1708 MARTHA AV,01/09/2012 12:00:00 AM,NEW,64788.5,15,70509,CERTIFIED,11/01/2010 12:00:00 AM,,,-84.5477703979363,39.1715359611294,,NORTHSIDE,NORTHSIDE,
ACCESS321,4736 HASSMAN CT,03/12/2014 12:00:00 AM,NEW,62167,10,53680,,,OWNER OCCUPIED,,-84.5383675525007,39.1797938460552,,NORTHSIDE,NORTHSIDE,
ACCESS322,569 DELTA AV,09/03/2013 12:00:00 AM,REHAB,61582.5,10,56412,,,OWNER OCCUPIED,,-84.436620038512,39.121706312016,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS323,1418 RACE ST,01/15/2013 12:00:00 AM,REHAB,62972,10,49193,GOLD,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5168417311961,39.1109553459393,,OVER-THE-RHINE,OTR,
ACCESS324,1418 RACE ST,01/30/2013 12:00:00 AM,REHAB,62972,10,53457,GOLD,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5168417311961,39.1109553459393,,OVER-THE-RHINE,OTR,
ACCESS325,4721 HASSMAN CT,02/26/2013 12:00:00 AM,NEW,62765.5,10,54197,,,OWNER OCCUPIED,,-84.5391857448883,39.1787762744949,,NORTHSIDE,NORTHSIDE,
ACCESS326,353 FOURTH ST,04/04/2012 12:00:00 AM,NEW,63700,10,66984,,,OWNER OCCUPIED,,-84.51867011670171,39.0987109887332,,UNIDENTIFIED,DOWNTOWN,
ACCESS327,2356 PARK AV,01/23/2014 12:00:00 AM,REHAB,61078.5,10,46978,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,WALNUT HILLS,WALNUT HILLS,
ACCESS328,5965 HAVENWOOD CT,02/01/2013 12:00:00 AM,NEW,62401.5,10,45869,,,OWNER OCCUPIED,,-84.4617086434302,39.1852499929613,,BOND HILL,BOND HILL,
ACCESS329,5803 DESTINY CT,01/30/2013 12:00:00 AM,NEW,62265,10,48569,,,OWNER OCCUPIED,,-84.4577958839677,39.1795537829032,,BOND HILL,BOND HILL,
ACCESS33,3622 BEVIS AV,02/15/2012 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4646067603044,39.1451633351877,,EVANSTON,EVANSTON,
ACCESS330,1239 PADDOCK HILLS AV,02/12/2012 12:00:00 AM,REHAB,63052.5,10,58983,,,OWNER OCCUPIED,,-84.4775230140431,39.164116379976,,NORTH AVONDALE,N/A,
ACCESS331,1406 REPUBLIC ST,07/31/2014 12:00:00 AM,REHAB,60546.5,10,18448,,,OWNER OCCUPIED,,-84.5160431908565,39.1108770897948,,OVER-THE-RHINE,OTR,
ACCESS332,15 FOURTH ST,03/02/2015 12:00:00 AM,REHAB,80398.5,10,0,,,OWNER OCCUPIED,,-84.51350499687172,39.0995165847665,,UNIDENTIFIED,DOWNTOWN,
ACCESS333,203 ROCHELLE ST,05/30/2014 12:00:00 AM,NEW,60375,15,71813,CERTIFIED,04/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.50535789477141,39.1336441122754,,CORRYVILLE,CORRYVILLE,
ACCESS334,4542 COPPICE LN,09/10/2012 12:00:00 AM,NEW,61645.5,10,56525,,,OWNER OCCUPIED,,-84.5475766184604,39.1723118274212,,NORTHSIDE,NORTHSIDE,
ACCESS335,2924 EDEN AV,09/05/2014 12:00:00 AM,NEW,60004,15,71919,CERTIFIED,05/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.5055815013346,39.1335333686679,,CORRYVILLE,CORRYVILLE,
ACCESS336,2700 ASHLAND AV,09/04/2012 12:00:00 AM,REHAB,61250,10,48363,,,OWNER OCCUPIED,,-84.4822957179872,39.1287647622099,,WALNUT HILLS,EAST WALNUT HILLS,
ACCESS337,1830 ROBLEY AV,07/02/2012 12:00:00 AM,NEW,61078.5,15,58690,GOLD,11/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5484635022823,39.1728456121278,,NORTHSIDE,NORTHSIDE,
