CRA_ID,ADDRESS,APPLICATION_DATE,CONSTRUCTION_TYPE,HCA_ABATED_VALUE,ABATEMENT_QUALIFYING_TERM,INCENTIVE_AMOUNT,LEED_CLASS,LEED_DATE,OWNERSHIP_TYPE,CITY_DETERMINATION,LONGITUDE,LATITUDE,DCED_NEIGHBORHOOD,NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD,CONSTRUCTION_VALUE_IMPROVEMENT
ACCESS729,1734 HOLLOWAY AV,01/22/2013 12:00:00 AM,REHAB,6384,10,0,,,OWNER OCCUPIED,,-84.4726937893796,39.1389535103861,,EVANSTON,EVANSTON,
ACCESS73,3737 RAWSON FARM LN,10/08/2013 12:00:00 AM,NEW,188776,15,245361,CERTIFIED,11/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.5199380567151,39.1508650575568,,CLIFTON,CLIFTON,
ACCESS730,3194 PORTSMOUTH AV,03/17/2014 12:00:00 AM,REHAB,6097,10,9276,,,OWNER OCCUPIED,,-84.4249156529635,39.1433786946461,,HYDE PARK,HYDE PARK,
ACCESS731,3115 BELLEWOOD AV,03/29/2012 12:00:00 AM,REHAB,6027,10,6400,,,RENTAL,,-84.430893322846,39.1779724076542,,PLEASANT RIDGE,PLEASANT RIDGE,
ACCESS732,3647 TRASKWOOD CR,04/06/2012 12:00:00 AM,REHAB,5950,10,804,,,RENTAL,,-84.4084377104932,39.1409603789596,,UNIDENTIFIED,HYDE PARK,
ACCESS733,3301 WILEY LN,01/12/2015 12:00:00 AM,REHAB,5901,10,23740,,,OWNER OCCUPIED,,-84.4251696402655,39.1300319677844,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS734,3301 WILEY LN,01/12/2015 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4251696402655,39.1300319677844,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS735,906 HARRIS AV,03/16/2012 12:00:00 AM,REHAB,5834.5,10,0,,,OWNER OCCUPIED,,-84.58003741221331,39.1084614923112,,WEST PRICE HILL,WEST PRICE HILL,
ACCESS736,2870 MARKBREIT AV,04/24/2013 12:00:00 AM,REHAB,5096,10,64997,,,OWNER OCCUPIED,,-84.436074561902,39.1520984401407,,OAKLEY,OAKLEY,
ACCESS737,3780 SONOMA CT,11/13/2012 12:00:00 AM,REHAB,5278,10,62012,,,OWNER OCCUPIED,,-84.4151393957139,39.1684177157876,,MADISONVILLE,MADISONVILLE,
ACCESS738,2570 VILLA LN,09/07/2012 12:00:00 AM,REHAB,4487,10,9016,,,OWNER OCCUPIED,,-84.4494849611402,39.143175112325,,HYDE PARK,HYDE PARK,
ACCESS739,1033 MONASTERY ST,01/16/2014 12:00:00 AM,REHAB,4364.5,10,67309,,,OWNER OCCUPIED,,-84.4986309938992,39.108613655311,,MT. ADAMS,MOUNT ADAMS,
ACCESS74,34 HAMPTON CT,09/18/2012 12:00:00 AM,NEW,191240,15,231306,CERTIFIED,07/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.4108327615081,39.144380065384,,HYDE PARK,HYDE PARK,
ACCESS740,1326 EDWARDS RD,03/24/2014 12:00:00 AM,REHAB,4357.5,10,3064,,,OWNER OCCUPIED,,-84.4431812711124,39.1361544806891,,HYDE PARK,HYDE PARK,
ACCESS741,1959 HONEYSUCKLE LN,11/20/2013 12:00:00 AM,REHAB,4000.5,10,1617,,,OWNER OCCUPIED,,-84.3817939080598,39.0897224324105,,MT. WASHINGTON,MOUNT WASHINGTON,
ACCESS742,265 EMMING ST,12/05/2013 12:00:00 AM,REHAB,3640,10,5099,,,OWNER OCCUPIED,,-84.5231689054328,39.1227262510729,,CLIFTON/UNIVERSITY HEIGHTS/FAIRVIEW,CUF,
ACCESS743,849 YORK ST,06/13/2013 12:00:00 AM,REHAB,3426.5,10,6403,,,RENTAL,,-84.5287499386678,39.1170664299618,,WEST END,WEST END,
ACCESS744,3621 ARCHER AV,08/13/2014 12:00:00 AM,REHAB,3297,10,0,,,OWNER OCCUPIED,,-84.4136188313409,39.1279097422369,,LINWOOD,LINWOOD,
ACCESS745,6707 KENNEDY AV,01/27/2012 12:00:00 AM,REHAB,3146.5,10,5218,,,OWNER OCCUPIED,,-84.4151923679277,39.1920389950761,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,
ACCESS746,25 HARTWELL CT,01/21/2014 12:00:00 AM,REHAB,2625,10,0,,,OWNER OCCUPIED,,-84.4732477805176,39.2092262274483,,HARTWELL,HARTWELL,
ACCESS747,2043 BLUEBELL DR,02/21/2012 12:00:00 AM,REHAB,2467.5,10,0,,,OWNER OCCUPIED,,-84.5613444531644,39.1965294752247,,COLLEGE HILL,COLLEGE HILL,
ACCESS748,3759 EARLS COURT VIEW,10/04/2012 12:00:00 AM,REHAB,1897,10,15824,,,OWNER OCCUPIED,,-84.4246941787248,39.1213109946549,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS749,925 GLENWOOD AV,06/25/2012 12:00:00 AM,REHAB,1644.03,10,43188,,,RENTAL,,-84.4834617842215,39.146999703686,,AVONDALE,AVONDALE,
ACCESS75,388 BAUM ST,02/23/2012 12:00:00 AM,NEW,191240,15,231306,CERTIFIED,01/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.5004646894498,39.1055730351401,,MT. ADAMS,MOUNT ADAMS,
ACCESS750,3747 ISABELLA AV,05/09/2013 12:00:00 AM,REHAB,973,10,46718,,,OWNER OCCUPIED,,-84.4330570341232,39.1459830043108,,OAKLEY,OAKLEY,
ACCESS751,810 DELTA AV,05/12/2012 12:00:00 AM,REHAB,584.5,10,6062,,,OWNER OCCUPIED,,-84.4315480909407,39.1274854503051,,COLUMBIA TUSCULUM,MOUNT LOOKOUT,
ACCESS752,4998 HIGHHOLLOW LN,03/20/2013 12:00:00 AM,NEW,534.5,10,53096,,,OWNER OCCUPIED,,-84.5392853322397,39.1793081293868,,NORTHSIDE,NORTHSIDE,
ACCESS753,1215 REPUBLIC ST,04/29/2014 12:00:00 AM,REHAB,463.05,10,46811,,,OWNER OCCUPIED,,-84.5159019604286,39.1086733627781,,OVER-THE-RHINE,OTR,
ACCESS754,4129 GEORGIA AV,08/05/2013 12:00:00 AM,REHAB,360.5,10,2966,,,OWNER OCCUPIED,,-84.5499655012418,39.1639571680063,,NORTHSIDE,NORTHSIDE,
ACCESS755,4272 WILLIAMSON PL,04/29/2014 12:00:00 AM,REHAB,374.5,10,23909,,,RENTAL,,-84.5367125726415,39.165610624993,,NORTHSIDE,NORTHSIDE,
ACCESS756,2123 SINTON AV,12/19/2014 12:00:00 AM,REHAB,,,,,,RENTAL,,-84.4936432830242,39.1191264871987,,UNIDENTIFIED,WALNUT HILLS,
ACCESS757,3577 MICHIGAN AV,10/15/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4418454778467,39.1422188820408,,HYDE PARK,HYDE PARK,
ACCESS758,850 LINCOLN AV,02/05/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.4889398111781,39.1324384656155,,WALNUT HILLS,WALNUT HILLS,
ACCESS759,432 EVANSWOOD PL,11/06/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5236650437522,39.1475814599022,,CLIFTON,CLIFTON,
ACCESS76,492 MISSOURI AV,01/05/2015 12:00:00 AM,NEW,185822,15,208481,CERTIFIED,12/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.4339744714492,39.1185073611889,,UNIDENTIFIED,COLUMBIA TUSCULUM,
ACCESS760,1379 MYRTLE AV,11/25/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.4790894667823,39.1286963401362,,WALNUT HILLS,EAST WALNUT HILLS,
ACCESS761,5754 DAVEY AV,02/10/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5474964584655,39.1963734569167,,COLLEGE HILL,COLLEGE HILL,
ACCESS762,304 WARNER ST,02/05/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5233561555577,39.1251492465374,,CLIFTON/UNIVERSITY HEIGHTS/FAIRVIEW,CUF,
ACCESS763,255 WARNER ST,07/03/2014 12:00:00 AM,REHAB,,,,,,RENTAL,,-84.5227497811734,39.1245416042354,,CLIFTON/UNIVERSITY HEIGHTS/FAIRVIEW,CUF,
ACCESS764,6601 RIPPLEWOOD LN,11/17/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.3737814592994,39.0934805816455,,MT. WASHINGTON,MOUNT WASHINGTON,
ACCESS765,3141 LINWOOD AV,07/12/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.4309073604465,39.1307230450795,,HYDE PARK,MOUNT LOOKOUT,
ACCESS766,3181 PORTSMOUTH AV,09/23/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4257089863193,39.1428279229249,,HYDE PARK,HYDE PARK,
ACCESS767,3819 AIKENSIDE AV,10/16/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4092831739605,39.1763253062506,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,
ACCESS768,3819 AIKENSIDE AV,10/16/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4092831739605,39.1763253062506,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,
ACCESS769,2415 GRANDIN GATE LN,07/25/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4498054147475,39.1274172620416,,HYDE PARK,HYDE PARK,
ACCESS77,459 STRAFER ST,01/21/2014 12:00:00 AM,NEW,185500,15,238249,CERTIFIED,02/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.4346995287192,39.1170069627521,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS770,229 THIRTEENTH ST,12/16/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.5104122645956,39.1099458608781,,OVER-THE-RHINE,OTR,
ACCESS771,1223 JACKSON ST,08/08/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5143746495263,39.1091400227163,,OVER-THE-RHINE,OTR,
ACCESS772,5840 RHODE ISLAND AV,04/14/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4582841985497,39.1794174133375,,BOND HILL,BOND HILL,
ACCESS773,1432 RACE ST,07/25/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS774,3561 BOGART AV,11/03/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4923444202554,39.1468515707862,,AVONDALE,AVONDALE,
ACCESS775,1204 HERSCHEL WOODS LN,11/04/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4209754151647,39.129744800409,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS776,3711 MARBURG AV,10/01/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4222343912238,39.144244179034,,OAKLEY,OAKLEY,
ACCESS777,1432 RACE ST,06/06/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS778,1432 RACE ST,12/23/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS779,3328 MARBURG SQUARE LN,04/04/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.42300273145142,39.1442721355071,,OAKLEY,OAKLEY,
ACCESS78,476 STRAFER ST,06/10/2014 12:00:00 AM,NEW,179392.5,15,233254,GOLD,05/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.4334648398888,39.1170598117725,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS780,4136 KIRBY AV,11/05/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5474291031068,39.1637272212955,,NORTHSIDE,NORTHSIDE,
ACCESS781,1432 RACE ST,11/12/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS782,4537 LUCERNE AV,03/04/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.3952902610484,39.1556513924471,,MADISONVILLE,MADISONVILLE,
ACCESS783,1432 RACE ST,06/01/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS784,2229 BEDFORD TE,11/12/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4588857051923,39.1346852656311,,EVANSTON - EAST WALNUT HILLS,HYDE PARK,
ACCESS785,1432 RACE ST,11/07/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS786,3326 MARBURG SQUARE LN,04/11/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.42300273145142,39.1442721355071,,OAKLEY,OAKLEY,
ACCESS787,4241 KIRBY AV,12/12/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.5472350708191,39.1659096991678,,NORTHSIDE,NORTHSIDE,
ACCESS788,2708 MINOT AV,09/19/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.4383388131771,39.1525974841902,,OAKLEY,N/A,
ACCESS789,1432 RACE ST,11/18/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS79,461 STRAFER ST,08/15/2012 12:00:00 AM,NEW,180974.5,15,226785,CERTIFIED,02/28/2012 12:00:00 AM,OWNER OCCUPIED,,-84.4346378304473,39.1170291948496,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS790,820 SUIRE AV,04/21/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5815530359427,39.1075326477626,,WEST PRICE HILL,WEST PRICE HILL,
ACCESS791,3727 DRAKE AV,08/20/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4359956919736,39.1453971810794,,OAKLEY,OAKLEY,
ACCESS792,1109 FULLER ST,06/19/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4963640081129,39.1079453723597,,MT. ADAMS,MOUNT ADAMS,
ACCESS793,1 MERCER ST,06/06/2014 12:00:00 AM,NEW,,,,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS794,398 BAUM ST,10/10/2014 12:00:00 AM,NEW,0,0,0,SILVER,09/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.50091158783552,39.1056739181569,,MT. ADAMS,MOUNT ADAMS,
ACCESS795,2914 MINOT AV,08/27/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4348111426453,39.1528756334021,,OAKLEY,OAKLEY,
ACCESS796,1403 RACE ST,06/16/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5172859725536,39.110449683391,,OVER-THE-RHINE,OTR,
ACCESS797,1432 RACE ST,06/01/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS798,1637 RAGLAN ST,05/13/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.3936501280694,39.0845073327745,,MT. WASHINGTON,MOUNT WASHINGTON,
ACCESS799,2866 MINTO AV,09/29/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.436781241011,39.1432840521126,,HYDE PARK,HYDE PARK,
ACCESS8,3558 PURDUE ST,02/10/2012 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5067609134534,39.1477869315447,,AVONDALE,AVONDALE,
ACCESS80,3216 GOLDEN AV,12/13/2013 12:00:00 AM,NEW,176533,15,217104,CERTIFIED,07/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.4418590880139,39.1215451145683,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS800,2917 UTOPIA PL,04/02/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.43328640989571,39.1335203326926,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS801,4210 BADGELEY ST,12/15/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5508148325084,39.1662443914078,,NORTHSIDE,NORTHSIDE,
ACCESS802,3723 MARBURG AV,12/11/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4222003486517,39.1445913017903,,OAKLEY,OAKLEY,
ACCESS803,1432 RACE ST,08/12/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS804,2994 ALPINE TE,08/07/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.4351904333526,39.1296479934202,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS805,1432 RACE ST,09/03/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS806,1432 RACE ST,10/01/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS807,3459 OBSERVATORY AV,07/21/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.418283360781,39.1382670774738,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS808,4238 KIRBY AV,10/13/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5466039431907,39.1658014704588,,NORTHSIDE,NORTHSIDE,
ACCESS809,3630 MICHIGAN AV,11/03/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4409188092381,39.1434691946962,,HYDE PARK,HYDE PARK,
ACCESS81,1134 FORT VIEW PL,01/13/2014 12:00:00 AM,NEW,175000,15,245361,CERTIFIED,11/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.4942055080668,39.1087016285476,,MT. ADAMS,MOUNT ADAMS,
ACCESS810,1 MERCER ST,06/03/2014 12:00:00 AM,NEW,,,,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS811,3732 DRAKE AV,10/10/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.435076743877,39.1456336309103,,OAKLEY,OAKLEY,
ACCESS812,1432 RACE ST,10/10/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS813,3439 LINWOOD AV,10/15/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4241376195276,39.1260586580297,,COLUMBIA TUSCULUM,MOUNT LOOKOUT,
ACCESS814,1223 JACKSON ST,07/08/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5143746495263,39.1091400227163,,OVER-THE-RHINE,OTR,
ACCESS815,1432 RACE ST,06/05/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS816,5647 RIDGE AV,09/25/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.4276494881415,39.1758026253632,,PLEASANT RIDGE,PLEASANT RIDGE,
ACCESS817,1432 RACE ST,07/30/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS818,2469 GRANDIN RD,10/21/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.446395771385,39.1270450088653,,HYDE PARK,N/A,
ACCESS819,4231 CHAMBERS ST,08/11/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5345284833792,39.1643531457316,,NORTHSIDE,NORTHSIDE,
ACCESS82,465 STRAFER ST,02/01/2012 12:00:00 AM,NEW,175588,15,238249,SILVER,02/01/2012 12:00:00 AM,OWNER OCCUPIED,,-84.43442367077222,39.1170736250634,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS820,3390 WASSON RD,10/03/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4223022788648,39.1439353885254,,OAKLEY,OAKLEY,
ACCESS821,3819 AIKENSIDE AV,10/16/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4092831739605,39.1763253062506,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,
ACCESS822,3819 AIKENSIDE AV,10/16/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4092831739605,39.1763253062506,,KENNEDY HEIGHTS,KENNEDY HEIGHTS,
ACCESS823,4231 FERGUS ST,04/10/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5364618519695,39.1641763584969,,NORTHSIDE,NORTHSIDE,
ACCESS824,1077 RICHWOOD AV,12/29/2014 12:00:00 AM,NEW,0,0,0,SILVER,11/01/2014 12:00:00 AM,OWNER OCCUPIED,,-84.4179262081681,39.1264685884329,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS825,2029 FAITH ST,09/12/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4564894858382,39.1782608748778,,BOND HILL,BOND HILL,
ACCESS826,4160 MAD ANTHONY ST,06/30/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.5351302734839,39.1621196095928,,NORTHSIDE,NORTHSIDE,
ACCESS827,1 MERCER ST,06/26/2014 12:00:00 AM,NEW,,,,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS828,2356 PARK AV,01/23/2014 12:00:00 AM,REHAB,,,,,,OWNER OCCUPIED,,-84.4858077580877,39.1242841788889,,WALNUT HILLS,WALNUT HILLS,
ACCESS829,825 DAYTON ST,03/06/2014 12:00:00 AM,REHAB,,,,,,RENTAL,,-84.5281096020442,39.1179514936999,,WEST END,WEST END,
ACCESS83,26 SIXTH ST,01/06/2012 12:00:00 AM,REHAB,173810,10,84806,,,OWNER OCCUPIED,,-84.5124599353557,39.1029119841777,,CBD - RIVERFRONT,DOWNTOWN,
ACCESS830,LARONA AV,12/02/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5038251191289,39.1450657787175,,AVONDALE,AVONDALE,
ACCESS831,3390 WASSON RD,09/16/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4223022788648,39.1439353885254,,OAKLEY,OAKLEY,
ACCESS832,1 MERCER ST,07/15/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS833,3390 WASSON RD,09/24/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4223022788648,39.1439353885254,,OAKLEY,OAKLEY,
ACCESS834,3390 WASSON RD,09/24/2014 12:00:00 AM,NEW,0,0,0,,,RENTAL,,-84.4223022788648,39.1439353885254,,OAKLEY,OAKLEY,
ACCESS835,3716 EASTERN HILLS LN,04/08/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4238515435277,39.144316192941,,OAKLEY,OAKLEY,
ACCESS836,1432 RACE ST,09/30/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5169218935175,39.1112767034736,,OVER-THE-RHINE,OTR,
ACCESS837,1403 RACE ST,06/12/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5172859725536,39.110449683391,,OVER-THE-RHINE,OTR,
ACCESS838,27 MERCER ST,01/21/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5142209152278,39.1103560006822,,OVER-THE-RHINE,OTR,
ACCESS839,3718 EASTERN HILLS LN,08/06/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.4238515435277,39.144316192941,,OAKLEY,OAKLEY,
ACCESS84,394 BAUM ST,05/13/2013 12:00:00 AM,NEW,165609.5,10,163574,CERTIFIED,04/01/2013 12:00:00 AM,OWNER OCCUPIED,,-84.5007194183742,39.1056218100703,,MT. ADAMS,MOUNT ADAMS,
ACCESS840,2129 EAST HILL AV,11/14/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4591137929073,39.1374495492169,,EVANSTON,HYDE PARK,
ACCESS841,1 MERCER ST,05/30/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS842,4256 LANGLAND ST,05/30/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5376838799835,39.1652008022822,,NORTHSIDE,NORTHSIDE,
ACCESS843,315 TUSCULUM AV,06/06/2014 12:00:00 AM,REHAB,0,0,0,,,RENTAL,,-84.4367869962395,39.1132923266327,,COLUMBIA TUSCULUM,COLUMBIA TUSCULUM,
ACCESS844,3901 LEDGEWOOD DR,12/05/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4741728766886,39.1531284612152,,NORTH AVONDALE,NORTH AVONDALE,
ACCESS845,542 MILTON ST,09/22/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.50498034410131,39.1133779880658,,MT. AUBURN,MOUNT AUBURN,
ACCESS846,3436 LARONA AV,12/02/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5038170751253,39.1451644321675,,AVONDALE,AVONDALE,
ACCESS847,3803 SPRINGHOUSE LN,10/21/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5018856465565,39.1559594362143,,AVONDALE,AVONDALE - NORTH AVONDALE,
ACCESS848,3742 WOODLAND AV,12/08/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.4393651872826,39.1462595983942,,OAKLEY,HYDE PARK - OAKLEY,
ACCESS849,1 MERCER ST,06/01/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5150347384731,39.1100811826607,,OVER-THE-RHINE,OTR,
ACCESS85,3255 NASH AV,06/20/2014 12:00:00 AM,NEW,162974,10,159727,,,OWNER OCCUPIED,,-84.4313674145279,39.1249689328252,,MT. LOOKOUT,MOUNT LOOKOUT,
ACCESS850,843 CLIFTON HILLS TE,12/09/2014 12:00:00 AM,REHAB,0,0,0,,,OWNER OCCUPIED,,-84.5339015022412,39.1468605632059,,CLIFTON,CLIFTON,
ACCESS851,1413 RACE ST,06/12/2014 12:00:00 AM,REHAB,,,,,,RENTAL,,-84.5174796271287,39.1108744386024,,OVER-THE-RHINE,OTR,
ACCESS852,3432 LARONA AV,12/02/2014 12:00:00 AM,NEW,0,0,0,,,OWNER OCCUPIED,,-84.5038312701909,39.1449890501764,,AVONDALE,AVONDALE,
