FISCAL_YEAR,RECORD_DATE,AMOUNT_EXPENDED
2018,07/15/2017 12:00:00 AM,533035.93
2021,01/27/2021 12:00:00 AM,1385239.72
2024,06/05/2024 12:00:00 AM,4388910.2
2017,11/22/2016 12:00:00 AM,1906198.43
2017,02/24/2017 12:00:00 AM,352092.58
2015,03/04/2015 12:00:00 AM,877147.22
2024,09/15/2023 12:00:00 AM,1276218.71
2016,02/05/2016 12:00:00 AM,3118519.33
2015,09/17/2014 12:00:00 AM,5603837.97
2015,12/28/2014 12:00:00 AM,94459.14
2021,12/17/2020 12:00:00 AM,2236494.49
2020,05/06/2020 12:00:00 AM,7212426.87
2015,09/10/2014 12:00:00 AM,8079681.52
2015,10/17/2014 12:00:00 AM,1678154.28
2017,01/25/2017 12:00:00 AM,2664047.09
2016,01/22/2016 12:00:00 AM,845633.15
2018,07/22/2017 12:00:00 AM,111727.09
2016,07/26/2015 12:00:00 AM,1024026.89
2024,04/04/2024 12:00:00 AM,6509080.85
2024,08/16/2023 12:00:00 AM,5927443.27
2022,11/15/2021 12:00:00 AM,1292419.08
2018,12/12/2017 12:00:00 AM,16974793.27
2022,07/01/2021 12:00:00 AM,3365.28
2022,10/10/2021 12:00:00 AM,3475587.88
2020,02/10/2020 12:00:00 AM,7042407.39
2017,07/22/2016 12:00:00 AM,2671073.93
2018,08/11/2017 12:00:00 AM,2524530.12
2016,10/06/2015 12:00:00 AM,16896427.97
2020,06/01/2020 12:00:00 AM,634633.57
2015,02/17/2015 12:00:00 AM,1621420.68
2021,04/30/2021 12:00:00 AM,1558028.57
2021,10/21/2020 12:00:00 AM,10314584.52
2018,04/13/2018 12:00:00 AM,2408671.04
2021,07/01/2020 12:00:00 AM,116.46
2018,10/15/2017 12:00:00 AM,515
2017,11/10/2016 12:00:00 AM,16219480.24
2017,11/01/2016 12:00:00 AM,20031536.13
2020,07/01/2019 12:00:00 AM,1461680.21
2022,10/01/2021 12:00:00 AM,3497072.59
2016,06/30/2016 12:00:00 AM,-7278255.92
2019,08/29/2018 12:00:00 AM,3794519.17
2022,09/15/2021 12:00:00 AM,4175937.47
2019,02/12/2019 12:00:00 AM,1631397.49
2021,06/24/2021 12:00:00 AM,3078912.82
2017,05/26/2017 12:00:00 AM,952692.5
2022,01/18/2022 12:00:00 AM,34047737.85
2018,12/07/2017 12:00:00 AM,5615545.14
2016,06/10/2016 12:00:00 AM,2453130.74
2015,02/15/2015 12:00:00 AM,806367.79
2016,10/10/2015 12:00:00 AM,18166.01
2024,03/12/2024 12:00:00 AM,26897427.41
2017,12/16/2016 12:00:00 AM,2305002.51
2021,03/02/2021 12:00:00 AM,17706759.29
2022,07/26/2021 12:00:00 AM,9924111.61
2017,11/03/2016 12:00:00 AM,7509706.15
2016,06/15/2016 12:00:00 AM,1925100.14
2023,12/20/2022 12:00:00 AM,48163169.04
2018,05/23/2018 12:00:00 AM,1079582.63
2023,02/08/2023 12:00:00 AM,3109712.04
2017,02/15/2017 12:00:00 AM,912664.89
2020,02/11/2020 12:00:00 AM,5560611.41
2018,12/19/2017 12:00:00 AM,2489470.13
2017,03/06/2017 12:00:00 AM,1230534.98
2016,06/28/2016 12:00:00 AM,36786786.51
2018,03/08/2018 12:00:00 AM,929787.64
2020,02/18/2020 12:00:00 AM,30021340.99
2015,08/01/2014 12:00:00 AM,1204539.37
2017,03/17/2017 12:00:00 AM,1072973.59
2019,05/07/2019 12:00:00 AM,895647.6
2019,07/18/2018 12:00:00 AM,1240279.61
2023,03/07/2023 12:00:00 AM,2358538.03
2021,06/10/2021 12:00:00 AM,11645836.28
2024,09/14/2023 12:00:00 AM,2734626.64
2020,04/11/2020 12:00:00 AM,2242.43
2016,06/19/2016 12:00:00 AM,2932.67
2015,09/23/2014 12:00:00 AM,19040762.92
2019,09/04/2018 12:00:00 AM,24250458.66
2016,12/28/2015 12:00:00 AM,13937461.28
2016,02/22/2016 12:00:00 AM,7678093.97
2015,06/04/2015 12:00:00 AM,518134.58
2017,02/18/2017 12:00:00 AM,197874.23
2021,04/19/2021 12:00:00 AM,2628800.89
2022,03/04/2022 12:00:00 AM,1666087.11
2018,05/04/2018 12:00:00 AM,1128958.55
2021,05/26/2021 12:00:00 AM,1817988.77
2017,03/07/2017 12:00:00 AM,15752646.62
2022,11/26/2021 12:00:00 AM,11757.12
2017,06/28/2017 12:00:00 AM,14069957.94
2022,01/12/2022 12:00:00 AM,4019824.04
2016,08/24/2015 12:00:00 AM,1178772.7
2023,11/21/2022 12:00:00 AM,1068689.9
2023,09/04/2022 12:00:00 AM,4096.3
2024,05/08/2024 12:00:00 AM,26009059.63
2017,11/05/2016 12:00:00 AM,26590.94
2024,07/15/2023 12:00:00 AM,919299.07
2016,05/03/2016 12:00:00 AM,18768931.99
2016,05/04/2016 12:00:00 AM,11922351.93
2023,07/12/2022 12:00:00 AM,914125.51
2020,03/19/2020 12:00:00 AM,6041939.8
2022,12/29/2021 12:00:00 AM,692810.69
2024,03/07/2024 12:00:00 AM,4585355.8
2022,09/22/2021 12:00:00 AM,1671400.25
2015,11/12/2014 12:00:00 AM,6053023.71
2022,06/09/2022 12:00:00 AM,3032425.81
2015,06/24/2015 12:00:00 AM,810351.16
2022,05/19/2022 12:00:00 AM,3814289.82
2021,02/26/2021 12:00:00 AM,1743859.85
2020,09/03/2019 12:00:00 AM,21939088.73
2021,01/10/2021 12:00:00 AM,2652055.08
2018,02/10/2018 12:00:00 AM,433870.09
2021,01/22/2021 12:00:00 AM,369974.68
2020,04/04/2020 12:00:00 AM,5630.96
2021,02/04/2021 12:00:00 AM,1756752.04
2020,09/26/2019 12:00:00 AM,2625465.86
2023,11/30/2022 12:00:00 AM,27904804.24
2019,01/29/2019 12:00:00 AM,2580442.28
2022,08/09/2021 12:00:00 AM,2859037.81
2019,05/04/2019 12:00:00 AM,203609.77
2017,07/26/2016 12:00:00 AM,27118406.4
2017,08/24/2016 12:00:00 AM,1870941.15
2019,05/25/2019 12:00:00 AM,252404.72
2024,06/21/2024 12:00:00 AM,3563763.09
2021,07/24/2020 12:00:00 AM,2749009.57
2023,04/29/2023 12:00:00 AM,109753.66
2020,07/27/2019 12:00:00 AM,193819.98
2017,06/05/2017 12:00:00 AM,1464078.99
2016,05/13/2016 12:00:00 AM,562618.54
2024,11/14/2023 12:00:00 AM,3653939.73
2022,11/18/2021 12:00:00 AM,3524880.26
2019,08/07/2018 12:00:00 AM,19999484.02
2016,05/25/2016 12:00:00 AM,374859.71
2022,03/11/2022 12:00:00 AM,3848333.72
2016,11/19/2015 12:00:00 AM,4134849.97
2022,01/04/2022 12:00:00 AM,19761024.96
2015,12/04/2014 12:00:00 AM,3018815.42
2022,08/18/2021 12:00:00 AM,7452823.53
2015,09/11/2014 12:00:00 AM,2733729.73
2023,11/09/2022 12:00:00 AM,5841325.2
2020,11/21/2019 12:00:00 AM,5223140.87
2021,10/20/2020 12:00:00 AM,11623669.77
2018,12/10/2017 12:00:00 AM,2302229.35
2021,05/14/2021 12:00:00 AM,4015282.18
2016,02/18/2016 12:00:00 AM,1317999.39
2020,10/10/2019 12:00:00 AM,6529647.77
2019,12/10/2018 12:00:00 AM,22961096.89
2017,02/08/2017 12:00:00 AM,3619284.81
2017,10/25/2016 12:00:00 AM,7598507.36
2024,12/26/2023 12:00:00 AM,3398118.05
2018,01/06/2018 12:00:00 AM,723884.13
2019,01/03/2019 12:00:00 AM,3312996.33
2018,05/05/2018 12:00:00 AM,5000
2021,03/15/2021 12:00:00 AM,1519584.11
2016,01/30/2016 12:00:00 AM,631.83
2022,04/04/2022 12:00:00 AM,1294479.13
2020,06/04/2020 12:00:00 AM,9114255.18
2021,09/04/2020 12:00:00 AM,1905586.51
2023,10/26/2022 12:00:00 AM,3141223.28
2015,03/26/2015 12:00:00 AM,6527947.66
2023,10/06/2022 12:00:00 AM,6182177.09
2017,11/16/2016 12:00:00 AM,1936488.96
2017,01/24/2017 12:00:00 AM,30678502.83
2018,05/13/2018 12:00:00 AM,3070626.13
2019,08/23/2018 12:00:00 AM,1606474.68
2016,04/21/2016 12:00:00 AM,1036198.66
2021,07/22/2020 12:00:00 AM,8017385.63
2015,02/13/2015 12:00:00 AM,558232.8
2015,05/14/2015 12:00:00 AM,4510131.46
2016,05/19/2016 12:00:00 AM,366102.43
2021,09/24/2020 12:00:00 AM,805476.48
2021,01/19/2021 12:00:00 AM,31596907.24
2017,12/17/2016 12:00:00 AM,147073.52
2021,03/24/2021 12:00:00 AM,1000946.51
2016,03/08/2016 12:00:00 AM,15043892.14
2016,09/12/2015 12:00:00 AM,13281.94
2023,08/10/2022 12:00:00 AM,1634191.53
2024,09/30/2023 12:00:00 AM,245466.87
2015,10/05/2014 12:00:00 AM,351510.85
2022,05/05/2022 12:00:00 AM,5120199.04
2015,10/19/2014 12:00:00 AM,1090906.2
2022,11/17/2021 12:00:00 AM,1936242.57
2017,05/17/2017 12:00:00 AM,4586269.74
2024,06/26/2024 12:00:00 AM,7667808.7
2019,10/04/2018 12:00:00 AM,1233981.2
2018,03/13/2018 12:00:00 AM,3471364.42
2022,09/10/2021 12:00:00 AM,4537984.57
2021,09/23/2020 12:00:00 AM,4427114.21
2016,04/30/2016 12:00:00 AM,0
2023,04/20/2023 12:00:00 AM,3177559.99
2022,07/19/2021 12:00:00 AM,3770226.3
2020,06/19/2020 12:00:00 AM,5534620.61
2021,04/03/2021 12:00:00 AM,28251.79
2018,02/06/2018 12:00:00 AM,23546584.24
2020,11/13/2019 12:00:00 AM,4011807.44
2020,02/21/2020 12:00:00 AM,5820276.68
2024,03/09/2024 12:00:00 AM,73428.28
2016,03/18/2016 12:00:00 AM,3991582.54
2015,12/12/2014 12:00:00 AM,-1242784.15
2022,10/15/2021 12:00:00 AM,1846591.36
2019,06/07/2019 12:00:00 AM,2970389.1
2023,10/13/2022 12:00:00 AM,3151185.7
2024,04/10/2024 12:00:00 AM,4577574.5
2019,10/12/2018 12:00:00 AM,2616907.69
2020,05/05/2020 12:00:00 AM,1629793.48
2018,11/25/2017 12:00:00 AM,539821.12
2019,08/09/2018 12:00:00 AM,5172812.36
2017,05/10/2017 12:00:00 AM,1394492.43
2016,04/18/2016 12:00:00 AM,1425239.54
2023,10/14/2022 12:00:00 AM,1254150.79
2024,02/17/2024 12:00:00 AM,24333.11
2020,02/13/2020 12:00:00 AM,4905838.99
2023,07/01/2022 12:00:00 AM,565.8
2023,12/28/2022 12:00:00 AM,2829725.6
2021,05/06/2021 12:00:00 AM,3253544.76
2017,02/06/2017 12:00:00 AM,7333799.58
2018,09/25/2017 12:00:00 AM,4348043.2
2019,07/28/2018 12:00:00 AM,16601.44
2015,05/31/2015 12:00:00 AM,1334868.84
2022,07/14/2021 12:00:00 AM,5657274.68
2019,10/20/2018 12:00:00 AM,210658.64
2017,01/09/2017 12:00:00 AM,7143393.64
2021,10/02/2020 12:00:00 AM,1401945.22
2022,01/14/2022 12:00:00 AM,307373.28
2015,02/24/2015 12:00:00 AM,29339293.5
2019,09/20/2018 12:00:00 AM,667513.91
2016,02/26/2016 12:00:00 AM,1094932.04
2020,02/09/2020 12:00:00 AM,3129990.54
2016,11/12/2015 12:00:00 AM,17281991.25
2025,07/02/2024 12:00:00 AM,15201098.68
2023,07/10/2022 12:00:00 AM,2959177.56
2015,12/20/2014 12:00:00 AM,730926.1
2021,07/20/2020 12:00:00 AM,-9930392.38
2023,01/18/2023 12:00:00 AM,4664720.99
2017,02/16/2017 12:00:00 AM,2604935.38
2022,07/28/2021 12:00:00 AM,3521282.54
2024,10/25/2023 12:00:00 AM,14749434.93
2019,08/16/2018 12:00:00 AM,5304503.77
2023,10/15/2022 12:00:00 AM,250137.91
2024,09/20/2023 12:00:00 AM,2079633.21
2016,06/01/2016 12:00:00 AM,16165361.52
2015,10/30/2014 12:00:00 AM,6954436.73
2015,04/28/2015 12:00:00 AM,7226766.64
2018,11/09/2017 12:00:00 AM,5911179.25
2016,09/28/2015 12:00:00 AM,2487715.37
2022,02/21/2022 12:00:00 AM,30213.4
2015,04/30/2015 12:00:00 AM,1957544.57
2020,03/06/2020 12:00:00 AM,3361335.38
2018,04/03/2018 12:00:00 AM,21467685.03
2017,05/09/2017 12:00:00 AM,988998.03
2019,04/14/2019 12:00:00 AM,2791736.87
2021,01/14/2021 12:00:00 AM,4877588.66
2017,04/13/2017 12:00:00 AM,2664378
2019,04/08/2019 12:00:00 AM,1654996.79
2017,07/11/2016 12:00:00 AM,287027.63
2016,07/17/2015 12:00:00 AM,1873220.07
2017,06/07/2017 12:00:00 AM,1437124.53
2022,12/28/2021 12:00:00 AM,3835535.67
2019,12/18/2018 12:00:00 AM,6270101.85
2016,12/11/2015 12:00:00 AM,6648533.83
2024,05/13/2024 12:00:00 AM,2589203.26
2022,06/02/2022 12:00:00 AM,8336357.4
2017,01/14/2017 12:00:00 AM,1078550
2022,02/13/2022 12:00:00 AM,2760703.65
2019,02/02/2019 12:00:00 AM,730720.32
2015,03/17/2015 12:00:00 AM,2859324.35
2023,03/09/2023 12:00:00 AM,1431524.65
2021,01/30/2021 12:00:00 AM,17045.67
2023,01/12/2023 12:00:00 AM,6309081.97
2018,12/27/2017 12:00:00 AM,6094569.48
2022,12/05/2021 12:00:00 AM,3437.15
2018,08/07/2017 12:00:00 AM,3667293.34
2016,02/01/2016 12:00:00 AM,1261256.55
2020,11/20/2019 12:00:00 AM,1180737.89
2022,03/07/2022 12:00:00 AM,9260703.7
2017,10/29/2016 12:00:00 AM,949.79
2023,10/25/2022 12:00:00 AM,33884819.46
2021,10/05/2020 12:00:00 AM,2569875.64
2022,05/25/2022 12:00:00 AM,2489441.03
