FISCAL_YEAR,RECORD_DATE,AMOUNT_EXPENDED
2016,04/04/2016 12:00:00 AM,1835600.7
2023,11/01/2022 12:00:00 AM,5280693.17
2021,04/26/2021 12:00:00 AM,3216917.28
2015,09/16/2014 12:00:00 AM,2140852.13
2024,03/15/2024 12:00:00 AM,677895.8
2022,01/11/2022 12:00:00 AM,7006372.89
2017,05/15/2017 12:00:00 AM,2937782.95
2019,12/08/2018 12:00:00 AM,490590.6
2019,04/26/2019 12:00:00 AM,431155.06
2015,05/26/2015 12:00:00 AM,1616871.34
2023,05/25/2023 12:00:00 AM,6227726.01
2021,12/07/2020 12:00:00 AM,2016041.67
2020,12/27/2019 12:00:00 AM,3022553.58
2024,02/08/2024 12:00:00 AM,2089830.23
2016,09/13/2015 12:00:00 AM,2369361.95
2024,02/01/2024 12:00:00 AM,1094062.59
2023,08/24/2022 12:00:00 AM,1177814.57
2019,08/10/2018 12:00:00 AM,6280904.33
2017,05/28/2017 12:00:00 AM,7500
2016,02/06/2016 12:00:00 AM,106647.73
2021,05/17/2021 12:00:00 AM,5173729.2
2021,09/26/2020 12:00:00 AM,77125.06
2016,11/05/2015 12:00:00 AM,3589840.28
2017,07/14/2016 12:00:00 AM,7731132.01
2016,12/03/2015 12:00:00 AM,6435881.89
2016,01/11/2016 12:00:00 AM,1858823.89
2024,01/09/2024 12:00:00 AM,5339985.82
2023,04/14/2023 12:00:00 AM,5115876.69
2019,02/21/2019 12:00:00 AM,3262587.02
2015,02/11/2015 12:00:00 AM,1440255.74
2023,02/27/2023 12:00:00 AM,1419087.39
2018,03/11/2018 12:00:00 AM,3089676.09
2023,01/15/2023 12:00:00 AM,557228.6
2015,08/24/2014 12:00:00 AM,1586848.35
2018,06/21/2018 12:00:00 AM,5594601.12
2024,08/26/2023 12:00:00 AM,291158.75
2020,03/23/2020 12:00:00 AM,1184226.64
2019,05/11/2019 12:00:00 AM,125224.8
2021,07/27/2020 12:00:00 AM,3962303.95
2016,04/01/2016 12:00:00 AM,6786326
2023,05/04/2023 12:00:00 AM,956202.64
2023,10/17/2022 12:00:00 AM,4355409.11
2017,05/13/2017 12:00:00 AM,61429.99
2020,08/08/2019 12:00:00 AM,902389.13
2018,02/23/2018 12:00:00 AM,5821148.84
2018,01/08/2018 12:00:00 AM,1426180.08
2015,03/19/2015 12:00:00 AM,1915622.93
2020,12/07/2019 12:00:00 AM,1271135.44
2022,04/30/2022 12:00:00 AM,86024.94
2019,01/01/2019 12:00:00 AM,3578.47
2016,10/24/2015 12:00:00 AM,1937.5
2019,08/25/2018 12:00:00 AM,59568.15
2015,03/20/2015 12:00:00 AM,213774.74
2020,05/10/2020 12:00:00 AM,2495680.24
2021,05/11/2021 12:00:00 AM,20082092.64
2019,10/05/2018 12:00:00 AM,4387272.32
2019,03/19/2019 12:00:00 AM,29977840.22
2019,10/30/2018 12:00:00 AM,31765436.42
2021,04/02/2021 12:00:00 AM,2721788.2
2022,02/24/2022 12:00:00 AM,2609441.61
2016,01/07/2016 12:00:00 AM,1365935.32
2016,11/08/2015 12:00:00 AM,3293566.95
2018,08/26/2017 12:00:00 AM,156427.03
2018,03/28/2018 12:00:00 AM,8949186.04
2015,05/22/2015 12:00:00 AM,352899.02
2022,03/02/2022 12:00:00 AM,1467716.23
2022,03/21/2022 12:00:00 AM,5807509.49
2015,12/15/2014 12:00:00 AM,13211697.17
2023,02/10/2023 12:00:00 AM,1253309.47
2018,04/17/2018 12:00:00 AM,28465942.12
2017,08/03/2016 12:00:00 AM,3734961.18
2024,08/01/2023 12:00:00 AM,21360722.28
2021,09/10/2020 12:00:00 AM,3122237.38
2024,07/18/2023 12:00:00 AM,42302071.77
2021,03/05/2021 12:00:00 AM,1211213.38
2017,10/21/2016 12:00:00 AM,2223550.43
2020,05/16/2020 12:00:00 AM,73037.25
2019,06/23/2019 12:00:00 AM,11975
2017,12/19/2016 12:00:00 AM,4242855.01
2016,09/30/2015 12:00:00 AM,1165957.84
2020,10/15/2019 12:00:00 AM,15588391.31
2021,08/10/2020 12:00:00 AM,3991569.82
2015,08/08/2014 12:00:00 AM,412800.59
2018,05/14/2018 12:00:00 AM,1584543.45
2015,09/30/2014 12:00:00 AM,3094418.36
2021,08/23/2020 12:00:00 AM,770.8
2020,05/22/2020 12:00:00 AM,4788730.3
2019,08/04/2018 12:00:00 AM,87357.75
2023,03/24/2023 12:00:00 AM,1344167.26
2024,04/02/2024 12:00:00 AM,2106392.1
2021,04/21/2021 12:00:00 AM,2961726.62
2015,02/23/2015 12:00:00 AM,2506149.36
2019,06/14/2019 12:00:00 AM,3620217.75
2019,11/14/2018 12:00:00 AM,2278680.64
2024,12/20/2023 12:00:00 AM,19039244.63
2021,08/21/2020 12:00:00 AM,2818106.45
2024,06/16/2024 12:00:00 AM,535.69
2022,11/11/2021 12:00:00 AM,1178.59
2022,09/01/2021 12:00:00 AM,2213148.36
2018,02/07/2018 12:00:00 AM,1335460.82
2016,11/17/2015 12:00:00 AM,39253090.6
2017,07/21/2016 12:00:00 AM,4088522.24
2022,01/20/2022 12:00:00 AM,756909.62
2024,05/07/2024 12:00:00 AM,22875667.6
2018,10/08/2017 12:00:00 AM,2602713.35
2019,02/07/2019 12:00:00 AM,1182362.32
2021,02/28/2021 12:00:00 AM,59854.2
2015,12/24/2014 12:00:00 AM,5318324.16
2023,05/18/2023 12:00:00 AM,17480669.58
2015,10/10/2014 12:00:00 AM,-7509.66
2015,10/13/2014 12:00:00 AM,2594455.45
2021,02/09/2021 12:00:00 AM,9755651.83
2020,07/26/2019 12:00:00 AM,1390123.55
2024,07/24/2023 12:00:00 AM,-19360716.02
2021,06/25/2021 12:00:00 AM,751427.17
2024,09/11/2023 12:00:00 AM,2596924.61
2021,12/01/2020 12:00:00 AM,9359446.07
2024,06/07/2024 12:00:00 AM,4774321.76
2017,09/13/2016 12:00:00 AM,1246864.13
2016,02/17/2016 12:00:00 AM,1094580.52
2015,06/09/2015 12:00:00 AM,4391000.69
2017,11/27/2016 12:00:00 AM,242504.23
2020,02/02/2020 12:00:00 AM,-833.88
2015,06/07/2015 12:00:00 AM,908800.06
2020,05/18/2020 12:00:00 AM,2082195.52
2020,03/14/2020 12:00:00 AM,459142.03
2015,12/02/2014 12:00:00 AM,14321414.35
2019,05/12/2019 12:00:00 AM,2959949.77
2020,02/15/2020 12:00:00 AM,517527.78
2015,07/28/2014 12:00:00 AM,7160529.27
2022,09/25/2021 12:00:00 AM,783
2016,08/21/2015 12:00:00 AM,768507.9
2021,11/24/2020 12:00:00 AM,53555239.95
2019,04/23/2019 12:00:00 AM,6118587.33
2023,01/04/2023 12:00:00 AM,2372859.29
2022,02/22/2022 12:00:00 AM,3002024.17
2021,08/19/2020 12:00:00 AM,2664766.31
2019,04/15/2019 12:00:00 AM,1228194.78
2018,11/07/2017 12:00:00 AM,2718634.8
2022,07/23/2021 12:00:00 AM,-16029026.95
2020,05/09/2020 12:00:00 AM,59119.2
2018,11/20/2017 12:00:00 AM,2240273.51
2015,10/14/2014 12:00:00 AM,2772433.65
2023,11/17/2022 12:00:00 AM,5672190.82
2024,03/19/2024 12:00:00 AM,2390317.32
2019,04/19/2019 12:00:00 AM,1540414.14
2019,04/01/2019 12:00:00 AM,1311113.74
2024,07/03/2023 12:00:00 AM,1112017.22
2021,07/31/2020 12:00:00 AM,9662457.53
2018,10/16/2017 12:00:00 AM,7586046.7
2023,09/20/2022 12:00:00 AM,1900938.04
2018,02/25/2018 12:00:00 AM,7988.03
2023,10/07/2022 12:00:00 AM,1634176.43
2016,11/15/2015 12:00:00 AM,78383.63
2020,09/16/2019 12:00:00 AM,2813111.22
2024,02/19/2024 12:00:00 AM,1506.27
2022,12/02/2021 12:00:00 AM,1572439.35
2018,05/30/2018 12:00:00 AM,4021567.97
2016,08/12/2015 12:00:00 AM,8508507.92
2015,10/12/2014 12:00:00 AM,2975146.94
2022,11/24/2021 12:00:00 AM,3073046.2
2016,08/25/2015 12:00:00 AM,27058360.54
2015,08/18/2014 12:00:00 AM,4796325.05
2018,10/09/2017 12:00:00 AM,662589.15
2019,01/31/2019 12:00:00 AM,1922134.52
2023,11/10/2022 12:00:00 AM,3879849.34
2023,11/03/2022 12:00:00 AM,1427429.06
2018,12/01/2017 12:00:00 AM,1598443.39
2017,07/28/2016 12:00:00 AM,382890.67
2023,03/16/2023 12:00:00 AM,1584181.55
2021,11/20/2020 12:00:00 AM,1398706.13
2019,09/19/2018 12:00:00 AM,1087519.73
2018,10/05/2017 12:00:00 AM,4991406.61
2020,08/13/2019 12:00:00 AM,2400651.99
2021,09/02/2020 12:00:00 AM,1002081.65
2019,06/13/2019 12:00:00 AM,9078952.8
2019,11/13/2018 12:00:00 AM,19307396.98
2018,11/16/2017 12:00:00 AM,12212634.29
2021,10/13/2020 12:00:00 AM,17519040.45
2024,09/29/2023 12:00:00 AM,1591709.47
2016,10/31/2015 12:00:00 AM,0
2023,10/01/2022 12:00:00 AM,72323.87
2018,07/03/2017 12:00:00 AM,4964921.61
2017,02/07/2017 12:00:00 AM,16464956.09
2020,11/06/2019 12:00:00 AM,1913637.76
2015,07/27/2014 12:00:00 AM,1545895.86
2017,04/27/2017 12:00:00 AM,1173269.61
2023,03/29/2023 12:00:00 AM,4645839.45
2017,06/19/2017 12:00:00 AM,3042672.81
2017,03/13/2017 12:00:00 AM,1122517.65
2021,01/18/2021 12:00:00 AM,348483.67
2019,10/10/2018 12:00:00 AM,3325742.44
2018,07/25/2017 12:00:00 AM,27803128.1
2017,08/27/2016 12:00:00 AM,742.89
2024,01/04/2024 12:00:00 AM,2377908.17
2016,08/02/2015 12:00:00 AM,279036.26
2019,01/16/2019 12:00:00 AM,7535011.87
2022,07/06/2021 12:00:00 AM,16810669.77
2015,09/12/2014 12:00:00 AM,12445.45
2015,06/18/2015 12:00:00 AM,5137583.11
2019,02/09/2019 12:00:00 AM,124740.64
2022,02/04/2022 12:00:00 AM,687101.76
2022,07/21/2021 12:00:00 AM,4025050.01
2021,09/01/2020 12:00:00 AM,22258230.99
2017,09/17/2016 12:00:00 AM,4999.5
2022,09/17/2021 12:00:00 AM,2125408.94
2019,05/18/2019 12:00:00 AM,916555.08
2023,01/10/2023 12:00:00 AM,2030423.32
2015,08/06/2014 12:00:00 AM,3615306.11
2018,11/29/2017 12:00:00 AM,9255237.9
2022,10/25/2021 12:00:00 AM,1689409.09
2018,04/12/2018 12:00:00 AM,918540.89
2021,04/08/2021 12:00:00 AM,21288969.31
2017,03/23/2017 12:00:00 AM,4458517.65
2018,11/28/2017 12:00:00 AM,31064499.24
2023,09/23/2022 12:00:00 AM,1265053.1
2017,02/13/2017 12:00:00 AM,4661912.38
2023,01/09/2023 12:00:00 AM,2158154.92
2019,03/07/2019 12:00:00 AM,2892923.16
2017,10/03/2016 12:00:00 AM,1422519.99
2023,12/22/2022 12:00:00 AM,12974445.49
2017,04/03/2017 12:00:00 AM,6691589.93
2022,02/23/2022 12:00:00 AM,2529385.6
2020,03/24/2020 12:00:00 AM,1084634.74
2017,02/01/2017 12:00:00 AM,5934438.19
2017,01/06/2017 12:00:00 AM,4544759.62
2015,05/05/2015 12:00:00 AM,15754037.92
2023,01/27/2023 12:00:00 AM,4734848.45
2019,06/05/2019 12:00:00 AM,1166247.84
2019,12/01/2018 12:00:00 AM,303701.73
2023,05/17/2023 12:00:00 AM,3357063.07
2022,09/04/2021 12:00:00 AM,0
2018,11/08/2017 12:00:00 AM,6476386.33
2016,01/25/2016 12:00:00 AM,11718220.56
2018,06/25/2018 12:00:00 AM,1797.55
2018,12/22/2017 12:00:00 AM,1238323.14
2015,08/25/2014 12:00:00 AM,2340432.07
2022,12/30/2021 12:00:00 AM,2008724.59
2015,04/06/2015 12:00:00 AM,3799415.97
2019,12/24/2018 12:00:00 AM,28520232.22
2018,07/12/2017 12:00:00 AM,-969962.94
2019,08/30/2018 12:00:00 AM,4497702.32
2024,04/23/2024 12:00:00 AM,58421573.31
2022,09/12/2021 12:00:00 AM,3323976.7
2020,11/19/2019 12:00:00 AM,3237615.65
2017,02/23/2017 12:00:00 AM,1900161.83
2018,01/25/2018 12:00:00 AM,5790005.75
2024,12/10/2023 12:00:00 AM,3096455.03
2017,01/11/2017 12:00:00 AM,5589963.24
2022,08/10/2021 12:00:00 AM,1651611.77
2015,07/20/2014 12:00:00 AM,1226063.6
2015,05/25/2015 12:00:00 AM,370.72
2023,11/08/2022 12:00:00 AM,26301929.92
2020,07/15/2019 12:00:00 AM,-8672170.11
2017,10/07/2016 12:00:00 AM,4278717.72
2020,06/15/2020 12:00:00 AM,821590.46
2021,08/03/2020 12:00:00 AM,4462420.24
2021,10/12/2020 12:00:00 AM,1552276.33
2016,07/27/2015 12:00:00 AM,1093865.36
2020,10/09/2019 12:00:00 AM,3565642.13
2016,12/04/2015 12:00:00 AM,1643903.17
2021,11/04/2020 12:00:00 AM,997379.7
2024,07/05/2023 12:00:00 AM,9560.43
2020,02/25/2020 12:00:00 AM,985377.51
2020,02/12/2020 12:00:00 AM,3382740.62
2017,07/10/2016 12:00:00 AM,2104229.79
2020,06/09/2020 12:00:00 AM,16987716.6
2016,05/09/2016 12:00:00 AM,3376951.59
2021,10/30/2020 12:00:00 AM,14972758.14
2015,11/25/2014 12:00:00 AM,6923501.14
2020,10/25/2019 12:00:00 AM,3966605.1
2019,11/30/2018 12:00:00 AM,5680695.72
2018,05/11/2018 12:00:00 AM,1189577.54
2015,05/28/2015 12:00:00 AM,7094685.64
2024,12/22/2023 12:00:00 AM,2831867.93
2017,02/12/2017 12:00:00 AM,2523723.64
2020,05/20/2020 12:00:00 AM,3672409.47
2020,08/01/2019 12:00:00 AM,6040799.2
2024,09/19/2023 12:00:00 AM,14021418.74
2019,04/17/2019 12:00:00 AM,676019.4
2019,05/19/2019 12:00:00 AM,58495.23
2019,03/22/2019 12:00:00 AM,4271864.85
2021,05/27/2021 12:00:00 AM,1999730.65
2023,09/21/2022 12:00:00 AM,2804122.49
2019,03/02/2019 12:00:00 AM,1206613.24
2021,05/23/2021 12:00:00 AM,282687.98
2017,03/04/2017 12:00:00 AM,16258.4
2015,02/05/2015 12:00:00 AM,1500784.34
2015,12/14/2014 12:00:00 AM,5219010.02
2022,10/07/2021 12:00:00 AM,2512642.13
2021,02/14/2021 12:00:00 AM,2468525.37
2023,03/10/2023 12:00:00 AM,1088769.9
2024,11/05/2023 12:00:00 AM,-0.25
2015,04/01/2015 12:00:00 AM,1466728.26
2018,06/03/2018 12:00:00 AM,101582.33
2019,03/13/2019 12:00:00 AM,5405261.51
2021,02/23/2021 12:00:00 AM,2674560.54
2024,05/23/2024 12:00:00 AM,7370030.75
2022,01/23/2022 12:00:00 AM,186506.25
2015,08/04/2014 12:00:00 AM,1029240.48
2019,07/13/2018 12:00:00 AM,-10587738.33
2019,02/14/2019 12:00:00 AM,6003528.13
2020,10/16/2019 12:00:00 AM,3863544.09
2018,10/06/2017 12:00:00 AM,2802187.24
2022,05/16/2022 12:00:00 AM,2416174.02
2020,08/14/2019 12:00:00 AM,4594920.85
2019,10/06/2018 12:00:00 AM,393207.52
2019,09/09/2018 12:00:00 AM,3417437.25
2018,04/08/2018 12:00:00 AM,3752901
2017,05/18/2017 12:00:00 AM,3411491.8
2024,10/11/2023 12:00:00 AM,9846968.96
2023,08/15/2022 12:00:00 AM,2967488.67
2016,02/29/2016 12:00:00 AM,1782070.58
2022,11/19/2021 12:00:00 AM,1318048.08
2020,12/28/2019 12:00:00 AM,540
2023,02/22/2023 12:00:00 AM,2835702.55
2016,04/08/2016 12:00:00 AM,1419723.29
2019,12/31/2018 12:00:00 AM,1211391.89
2015,12/19/2014 12:00:00 AM,7194519.11
2019,05/29/2019 12:00:00 AM,11814336.55
2016,04/25/2016 12:00:00 AM,1905561.67
2015,05/20/2015 12:00:00 AM,1268736.06
2022,04/03/2022 12:00:00 AM,35453.32
2015,03/09/2015 12:00:00 AM,2286578.32
2015,10/22/2014 12:00:00 AM,3625351.73
2015,08/05/2014 12:00:00 AM,2092104.24
2018,06/02/2018 12:00:00 AM,48363.57
2024,08/29/2023 12:00:00 AM,37057191.29
2018,01/03/2018 12:00:00 AM,919030.87
2015,02/09/2015 12:00:00 AM,1382473.49
2024,11/22/2023 12:00:00 AM,632709.83
2017,04/15/2017 12:00:00 AM,30341.26
2016,07/24/2015 12:00:00 AM,1063755.01
2015,01/05/2015 12:00:00 AM,1024733.19
2017,01/05/2017 12:00:00 AM,1273086.68
2017,05/05/2017 12:00:00 AM,2550432.57
2016,02/24/2016 12:00:00 AM,14411538.32
2018,10/20/2017 12:00:00 AM,1647288.4
2018,06/10/2018 12:00:00 AM,2912913.24
2016,09/22/2015 12:00:00 AM,26724630.72
2023,11/16/2022 12:00:00 AM,3359284.15
2022,03/13/2022 12:00:00 AM,2732263.28
2024,03/18/2024 12:00:00 AM,2100319.9
2016,06/09/2016 12:00:00 AM,1243822.93
2023,08/22/2022 12:00:00 AM,2488286.14
2015,01/22/2015 12:00:00 AM,4643331.89
2017,03/27/2017 12:00:00 AM,4430813.74
2017,10/24/2016 12:00:00 AM,1433148.79
2022,08/16/2021 12:00:00 AM,2579157.01
2019,04/24/2019 12:00:00 AM,4075698.17
2021,12/02/2020 12:00:00 AM,1769160.66
2022,05/03/2022 12:00:00 AM,1135687.81
2019,10/23/2018 12:00:00 AM,1844656.71
2017,04/11/2017 12:00:00 AM,783754.29
2015,08/26/2014 12:00:00 AM,26864572.23
2020,08/30/2019 12:00:00 AM,791710.05
2022,07/22/2021 12:00:00 AM,2327931.85
2019,03/20/2019 12:00:00 AM,2027872.22
2022,09/14/2021 12:00:00 AM,20742853.94
2016,08/06/2015 12:00:00 AM,1624315.83
2023,08/12/2022 12:00:00 AM,5759115.85
2017,05/24/2017 12:00:00 AM,4587633.6
2019,06/16/2019 12:00:00 AM,0
2015,10/28/2014 12:00:00 AM,676119.86
2019,05/01/2019 12:00:00 AM,3013338.23
2016,10/29/2015 12:00:00 AM,6356746.59
2024,06/20/2024 12:00:00 AM,32498.39
2015,11/30/2014 12:00:00 AM,71778.46
2020,03/30/2020 12:00:00 AM,573430.53
2017,06/06/2017 12:00:00 AM,6767620.55
2018,08/12/2017 12:00:00 AM,10126.6
2024,04/05/2024 12:00:00 AM,1061886.92
2018,12/13/2017 12:00:00 AM,6762139.24
2019,12/03/2018 12:00:00 AM,6113450.47
2016,02/25/2016 12:00:00 AM,3464855.61
2015,10/20/2014 12:00:00 AM,1245605.54
2018,08/22/2017 12:00:00 AM,28260967.93
2024,03/25/2024 12:00:00 AM,909093.31
2022,09/20/2021 12:00:00 AM,198019.28
2018,05/21/2018 12:00:00 AM,2656446.28
2022,12/08/2021 12:00:00 AM,1725629.16
2020,09/09/2019 12:00:00 AM,358508.13
2020,04/02/2020 12:00:00 AM,608416.17
2024,10/20/2023 12:00:00 AM,2222452.43
2018,12/04/2017 12:00:00 AM,5493009.03
2020,07/02/2019 12:00:00 AM,-3042.09
2023,02/20/2023 12:00:00 AM,-6068.35
2016,06/25/2016 12:00:00 AM,3643.2
2016,07/20/2015 12:00:00 AM,3127307.02
2021,12/23/2020 12:00:00 AM,2212424.88
2021,07/10/2020 12:00:00 AM,5858403.83
2019,02/08/2019 12:00:00 AM,815699.26
2024,01/25/2024 12:00:00 AM,2351579.01
2023,12/02/2022 12:00:00 AM,1411147.47
2022,11/23/2021 12:00:00 AM,34076082.1
2020,08/09/2019 12:00:00 AM,11321670.27
2021,11/06/2020 12:00:00 AM,12222158.65
2015,12/07/2014 12:00:00 AM,1750538.34
2015,05/15/2015 12:00:00 AM,1962347.07
2024,10/16/2023 12:00:00 AM,3305487.51
2016,07/01/2015 12:00:00 AM,1989502.95
2023,04/21/2023 12:00:00 AM,4728839.57
2017,04/22/2017 12:00:00 AM,124643.21
2020,08/23/2019 12:00:00 AM,1831721.11
2016,05/17/2016 12:00:00 AM,15939787.34
2018,02/09/2018 12:00:00 AM,2981713.75
2024,05/14/2024 12:00:00 AM,2530065.23
2019,12/07/2018 12:00:00 AM,1542500.84
2015,11/03/2014 12:00:00 AM,6500404.59
2022,11/16/2021 12:00:00 AM,2908497.88
2019,09/13/2018 12:00:00 AM,2259436.01
2018,05/29/2018 12:00:00 AM,31093353.09
2017,06/14/2017 12:00:00 AM,2786268.85
2023,01/21/2023 12:00:00 AM,508638.31
2017,11/17/2016 12:00:00 AM,3682800.27
2021,04/07/2021 12:00:00 AM,2670842.65
2023,10/18/2022 12:00:00 AM,4749572.56
2015,12/22/2014 12:00:00 AM,1284262.52
2021,05/07/2021 12:00:00 AM,213653.08
2019,04/11/2019 12:00:00 AM,2200978.2
2021,10/16/2020 12:00:00 AM,3083335.03
2019,09/16/2018 12:00:00 AM,1542.57
2020,04/09/2020 12:00:00 AM,4408932.61
2023,04/11/2023 12:00:00 AM,19584404.16
2021,01/15/2021 12:00:00 AM,1166275.98
2020,05/19/2020 12:00:00 AM,2741849.22
2018,08/03/2017 12:00:00 AM,13394157.41
2016,05/02/2016 12:00:00 AM,33383367.24
2022,08/30/2021 12:00:00 AM,1070811.38
2024,01/07/2024 12:00:00 AM,275518.51
2015,07/30/2014 12:00:00 AM,760001.27
2023,07/15/2022 12:00:00 AM,3507480.04
2016,12/01/2015 12:00:00 AM,45372954.8
2015,03/01/2015 12:00:00 AM,887415.9
2021,03/26/2021 12:00:00 AM,1579601.42
2021,03/17/2021 12:00:00 AM,4922954.73
2023,10/22/2022 12:00:00 AM,24003.83
2015,10/23/2014 12:00:00 AM,1372521.8
2016,08/05/2015 12:00:00 AM,2098338.08
2018,03/29/2018 12:00:00 AM,1432660.37
2024,07/10/2023 12:00:00 AM,2410844.52
2020,09/04/2019 12:00:00 AM,2260504.3
2018,03/03/2018 12:00:00 AM,258304.01
2019,06/12/2019 12:00:00 AM,3233561.37
2022,12/15/2021 12:00:00 AM,2542332.97
2024,09/09/2023 12:00:00 AM,112630.54
2018,07/31/2017 12:00:00 AM,14336054.66
2017,12/13/2016 12:00:00 AM,18212871.34
2025,07/10/2024 12:00:00 AM,5245597.37
2022,11/08/2021 12:00:00 AM,499728.59
2016,11/09/2015 12:00:00 AM,4022273.8
2024,08/04/2023 12:00:00 AM,1119252.32
2016,11/16/2015 12:00:00 AM,2863962.34
2018,04/24/2018 12:00:00 AM,2745464.52
2016,06/27/2016 12:00:00 AM,13729481.6
2019,05/21/2019 12:00:00 AM,3492005.83
2023,06/22/2023 12:00:00 AM,15003545.38
2022,03/28/2022 12:00:00 AM,4601465.12
2022,03/29/2022 12:00:00 AM,34749579.04
2016,03/07/2016 12:00:00 AM,3794846.57
2015,02/06/2015 12:00:00 AM,2396145.22
2020,12/12/2019 12:00:00 AM,6075049.97
2021,02/08/2021 12:00:00 AM,5538455.51
2019,04/09/2019 12:00:00 AM,3300371.36
2017,06/29/2017 12:00:00 AM,235536.83
2015,10/24/2014 12:00:00 AM,232985.76
2024,09/13/2023 12:00:00 AM,3247540.12
2015,08/10/2014 12:00:00 AM,3677461.33
2021,02/16/2021 12:00:00 AM,28772730.74
2023,09/10/2022 12:00:00 AM,271937.36
2017,08/23/2016 12:00:00 AM,26437011.18
2018,09/09/2017 12:00:00 AM,25390.77
2021,07/28/2020 12:00:00 AM,5978295.96
2016,02/19/2016 12:00:00 AM,918450.37
2023,01/17/2023 12:00:00 AM,21957579.17
2024,06/27/2024 12:00:00 AM,1913908.8
2020,01/15/2020 12:00:00 AM,2348314.76
2023,06/23/2023 12:00:00 AM,3015594.23
2019,09/24/2018 12:00:00 AM,3435961.03
2018,11/22/2017 12:00:00 AM,4615114.76
2016,06/23/2016 12:00:00 AM,2386588.45
2019,04/28/2019 12:00:00 AM,453790.17
2024,05/15/2024 12:00:00 AM,1947728.43
2017,09/20/2016 12:00:00 AM,29258821.08
2022,10/08/2021 12:00:00 AM,6665997.53
2021,08/24/2020 12:00:00 AM,8181558.79
2019,03/08/2019 12:00:00 AM,2095135.49
2017,09/11/2016 12:00:00 AM,2718340.94
2022,01/19/2022 12:00:00 AM,6602268.3
2024,01/05/2024 12:00:00 AM,3693797.55
2024,02/24/2024 12:00:00 AM,6467.73
2024,12/04/2023 12:00:00 AM,1303980.55
2024,10/30/2023 12:00:00 AM,3229159.98
2020,08/03/2019 12:00:00 AM,888328.3
2016,03/01/2016 12:00:00 AM,7778176.31
2021,03/23/2021 12:00:00 AM,1146487.05
2021,11/18/2020 12:00:00 AM,20929566.68
2016,09/15/2015 12:00:00 AM,971393.96
2020,01/21/2020 12:00:00 AM,35762851.91
2023,10/08/2022 12:00:00 AM,25847
2017,08/16/2016 12:00:00 AM,2143458.17
2016,08/07/2015 12:00:00 AM,3902147.83
2020,12/15/2019 12:00:00 AM,147899.62
2020,12/06/2019 12:00:00 AM,17853308.47
2020,08/15/2019 12:00:00 AM,2443869.88
2018,04/14/2018 12:00:00 AM,373272.45
2024,04/17/2024 12:00:00 AM,5023319.29
2024,05/10/2024 12:00:00 AM,1377553.58
2021,10/19/2020 12:00:00 AM,955089.82
2018,02/16/2018 12:00:00 AM,1754496
2024,01/11/2024 12:00:00 AM,971784.46
2019,01/13/2019 12:00:00 AM,2775610.15
2016,06/11/2016 12:00:00 AM,2791.68
2021,09/03/2020 12:00:00 AM,8221760.85
2022,03/31/2022 12:00:00 AM,817519.24
2016,10/27/2015 12:00:00 AM,1936525.95
2016,06/20/2016 12:00:00 AM,9925491.46
2020,09/12/2019 12:00:00 AM,1811768.22
2020,11/12/2019 12:00:00 AM,19507213.54
2015,08/22/2014 12:00:00 AM,683370.98
2015,05/21/2015 12:00:00 AM,4627117.41
2020,01/26/2020 12:00:00 AM,48041.95
2020,03/27/2020 12:00:00 AM,1154880.51
2017,11/30/2016 12:00:00 AM,2691704.7
2015,09/18/2014 12:00:00 AM,3716554.84
2023,12/05/2022 12:00:00 AM,1182156.95
2019,11/26/2018 12:00:00 AM,1747218.5
2020,11/24/2019 12:00:00 AM,0
2017,09/27/2016 12:00:00 AM,3554093.84
2016,08/13/2015 12:00:00 AM,2894059.44
2023,03/03/2023 12:00:00 AM,2280564.34
2015,12/26/2014 12:00:00 AM,103711.04
2019,03/15/2019 12:00:00 AM,2241269.67
2015,07/07/2014 12:00:00 AM,-208.65
2015,07/14/2014 12:00:00 AM,7968024.03
2019,03/23/2019 12:00:00 AM,15843.04
2020,07/24/2019 12:00:00 AM,9774977.79
2020,07/29/2019 12:00:00 AM,1693489.88
2024,11/08/2023 12:00:00 AM,4384159.79
2017,04/08/2017 12:00:00 AM,121338.53
2021,11/03/2020 12:00:00 AM,1387836.37
2023,09/02/2022 12:00:00 AM,2869020.33
2023,07/19/2022 12:00:00 AM,34569892.42
2024,08/15/2023 12:00:00 AM,20458308.22
2016,05/11/2016 12:00:00 AM,2691561.35
2022,06/30/2022 12:00:00 AM,-15121938.31
2020,07/10/2019 12:00:00 AM,1873606.9
2017,05/12/2017 12:00:00 AM,234381.63
2018,08/13/2017 12:00:00 AM,2638387.46
2022,08/19/2021 12:00:00 AM,4993730.23
2019,04/04/2019 12:00:00 AM,1637783.64
2022,04/22/2022 12:00:00 AM,7869338.92
2019,12/20/2018 12:00:00 AM,5270711.68
2021,11/09/2020 12:00:00 AM,2245250.95
2018,07/27/2017 12:00:00 AM,4661505.64
2021,12/25/2020 12:00:00 AM,40539.82
2024,05/06/2024 12:00:00 AM,6957023.77
2019,03/01/2019 12:00:00 AM,5530629.27
2015,08/17/2014 12:00:00 AM,708944.06
2017,09/14/2016 12:00:00 AM,714349.47
2021,05/16/2021 12:00:00 AM,3480
2019,10/11/2018 12:00:00 AM,9317317.92
2019,07/24/2018 12:00:00 AM,34079969.5
2015,08/21/2014 12:00:00 AM,2208504.26
2024,12/14/2023 12:00:00 AM,2936883.27
